DLL Page Link,DLL Identifier,Record title,DLL Author,DLL Contributor,DLL Work Reference,Publisher,Place of Publication,Date,Source,Repository Source,rights,rights,Type,Format
https://catalog.digitallatin.org/dll-item-record/IR1239,IR1239,Valeri Maximi Factorum et dictorum memorabilium libri novem: Iulii Paridis et Ianuarii Nepotiani epitomis adiectis,"Valerius Maximus;Nepotianus, Januarius;Paris, Julius","Halm, Karl, 1809-1882",Facta et Dicta Memorabilia;Iulii Valerii Epitome;Epitoma librorum Valerii Maximi,B.G. Teubner,Leipzig,1865,https://catalog.hathitrust.org/Record/100668892,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1240,IR1240,"Valerii Maximi Factorum et dictorum memorabilium libri novem, cum Iulii Paridis et Ianuarii Nepotiani epitomis","Valerius Maximus;Nepotianus, Januarius;Paris, Julius","Schullian, Dorothy M. (Dorothy May), 1906-1989, Kempf, Carolus, 1819-1894",Facta et Dicta Memorabilia;Iulii Valerii Epitome;Epitoma librorum Valerii Maximi,B.G. Teubner,Leipzig,1888,https://catalog.hathitrust.org/Record/011665092,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1241,IR1241,Valeri Maximi Factorum et dictorum memorabilium libri novem: Iulii Paridis et Ianuarii Nepotiani epitomis adiectis,"Valerius Maximus;Nepotianus, Januarius;Paris, Julius","Halm, Karl, 1809-1882",Facta et Dicta Memorabilia;Iulii Valerii Epitome;Epitoma librorum Valerii Maximi,B.G. Teubner,Leipzig,1865,https://catalog.hathitrust.org/Record/009274468,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1242,IR1242,"Valerii Maximi Factorum et dictorum memorabilium libri novem, cum Iulii Paridis et Ianuarii Nepotiani epitomis","Valerius Maximus;Nepotianus, Januarius;Paris, Julius","Kempf, Carolus, 1819-1894",Facta et Dicta Memorabilia;Iulii Valerii Epitome;Epitoma librorum Valerii Maximi,B.G. Teubner,Leipzig,1888,https://catalog.hathitrust.org/Record/100319672,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1243,IR1243,"Valerii Maximi Factorum et dictorum memorabilium libri novem, cum Iulii Paridis et Ianuarii Nepotiani epitomis","Valerius Maximus;Nepotianus, Januarius;Paris, Julius","Kempf, Carolus, 1819-1894",Facta et Dicta Memorabilia;Iulii Valerii Epitome;Epitoma librorum Valerii Maximi,B.G. Teubner,Leipzig,1888,https://catalog.hathitrust.org/Record/100164125,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR957,IR957,P. Ovidii Nasonis Fastorum libri VI,"Ovid, 43 B.C.-17 A.D. or 18 A.D. ","Merkel, Rudolf, 1811-1885",Fasti,B.G. Teubner,Leipzig,1901,https://catalog.hathitrust.org/Record/100682275,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR958,IR958,P. Ovidii Nasonis Fastorum libri VI,"Ovid, 43 B.C.-17 A.D. or 18 A.D. ","Merkel, Rudolf, 1811-1885",Fasti,B.G. Teubner,Leipzig,1908,https://catalog.hathitrust.org/Record/100739979,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR28,IR28,"Caroli Sigonii fasti consulares, ac triumphi acti à Romulo rege usque ad Ti. Caesarem: eiusdem In fastos, et triumphos, idest in uniuersam Romanam historiam commentarius: eiusdem de nominibus Romanorum liber.","Sigonio, Carlo, 1524?-1584","Manuzio, Paolo, 1512-1574",Fasti Consulares;Acta Triumphalia,"apud Paulum Manutium, Aldi f",Venetiis,1556,https://catalog.hathitrust.org/Record/100238008,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR796,IR796,Apulei Platonici Madaurensis De philosophia libri,Apuleius,"Thomas, Paul, 1852-1937","Florida;De deo Socratis, praef. (dub.);De Deo Socratis;Asclepius (dub.);De Platone et Eius Dogmate;De Mundo;Peri hermeneias (De interpretatione)",B.G. Teubner,Leipzig,1908,https://catalog.hathitrust.org/Record/100645880,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR797,IR797,Apulei opera quae supersunt ,Apuleius,"Thomas, Paul, 1852-1937, Helm, Rudolf, 1874-1964","Florida;De deo Socratis, praef. (dub.);De Deo Socratis;Asclepius (dub.);De Platone et Eius Dogmate;De Mundo;Peri hermeneias (De interpretatione);Apologia;Metamorphoses",B.G. Teubner,Leipzig,1907,https://catalog.hathitrust.org/Record/011821399,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1308,IR1308,Fragmentum de jure fisci,,"Krueger, Paul, 1840-1926",Fragmenta de iure fisci (Anonymi Fragmenta de Iure Fisci),B.G. Teubner,Leipzig,1868,https://catalog.hathitrust.org/Record/011549444,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1179,IR1179,L. Annaei Senecae Tragoediae: accedunt incertae originis tragoediae tres,"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Richter, Gustav, 1838-1904, Peiper, Rudolf, 1834-1898",Hercules Furens;Thyestes;Fragmenta;Phoenissae;Phaedra;Oedipus;Troades;Medea;Agamemnon;Hercules Oetaeus;Octavia (dub.),B.G. Teubner,Leipzig,1867,https://catalog.hathitrust.org/Record/011255591,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1185,IR1185,"L. Annaei Senecae Tragoediae, accedunt incertae originis tragoediae tres","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Richter, Gustav, 1838-1904, Peiper, Rudolf, 1834-1898",Hercules Furens;Thyestes;Oedipus;Phoenissae;Phaedra;Troades;Medea;Agamemnon;Hercules Oetaeus;Octavia (dub.),B.G. Teubner,Leipzig,1867,https://catalog.hathitrust.org/Record/011529978,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1186,IR1186,"L. Annaei Senecae Tragoediae, accedunt incertae originis tragoediae tres","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Richter, Gustav, 1838-1904, Peiper, Rudolf, 1834-1898",Hercules Furens;Thyestes;Oedipus;Phoenissae;Phaedra;Troades;Medea;Agamemnon;Hercules Oetaeus;Octavia (dub.),B.G. Teubner,Leipzig,1867,https://catalog.hathitrust.org/Record/012202875,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1180,IR1180,L. Annaei Senecae Tragoediae,"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Richter, Gustav, 1838-1904, Peiper, Rudolf, 1834-1898",Hercules Furens;Troades;Phoenissae;Medea;Phaedra;Oedipus;Agamemnon;Thyestes;Hercules Oetaeus;Octavia (dub.),B.G. Teubner,Leipzig,1921,https://catalog.hathitrust.org/Record/007114881,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1181,IR1181,L. Annaei Senecae Tragoediae,"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","Richter, Gustav, 1838-1904, Peiper, Rudolf, 1834-1898",Hercules Furens;Troades;Phoenissae;Medea;Phaedra;Oedipus;Agamemnon;Thyestes;Hercules Oetaeus;Octavia (dub.),B.G. Teubner,Leipzig,1902,https://catalog.hathitrust.org/Record/001809848,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR23,IR23,"P. Ouidij Nasonis uita per Aldvm ex ipsius libris excerpta. Heroidvm Epistolae. Amorvm lib. III. De arte amandi lib. III. De remedio amoris lib. II. De medicamine faciei. Nux. Somnivm. Pulex & Philomela quaemuis Ouidij esse dicantur, non magis tamen ipsius sunt, quàm Sabini tres illae, quae illi ascributur, epistolae. Nequid tamen desyderari a nobis posset: haec etia adiunximus","Ovid, 43 B.C.-17 A.D. or 18 A.D. ","Manuzio, Paolo, 1512-1574, Torresanus, Andreas, de Asula, 1451-1529 ",Heroides;Amores;Ars Amatoria;Remedia Amoris;Medicamina Faciei Femineae;Nux (dub.),"In aedibus haeredvm Aldi, et Andreae Soceri",Venetiis,1533,https://catalog.hathitrust.org/Record/010823507,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1248,IR1248,M. Vellei Paterculi ex Historiae Romanae,Velleius Paterculus,"Haase, Friedrich, 1808-1867",Historia Romana,B.G. Teubner,Leipzig,1884,https://catalog.hathitrust.org/Record/001810350,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1249,IR1249,C. Vellei Paterculi ex Historiae Romanae libris duobus quae supersunt,Velleius Paterculus,"Halm, Karl, 1809-1882",Historia Romana,B.G. Teubner,Leipzig,1876,https://catalog.hathitrust.org/Record/001810351,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1250,IR1250,C. Vellei Paterculi ex Historiae Romanae libris duobus quae supersunt,Velleius Paterculus,"Halm, Karl, 1809-1882",Historia Romana,B.G. Teubner,Leipzig,1909,https://catalog.hathitrust.org/Record/100781548,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1251,IR1251,M. Vellei Paterculi ex Historiae Romanae ad M. Vinicium cos. libris duobus quae supersunt,Velleius Paterculus,"Haase, Friedrich, 1808-1867",Historia Romana,B.G. Teubner,Leipzig,1870,https://catalog.hathitrust.org/Record/101684908,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1253,IR1253,M. Vellei Paterculi ex Historiae Romanae ad M. Vinicium cos. libris duobus quae supersunt,Velleius Paterculus,"Haase, Friedrich, 1808-1867",Historia Romana,B.G. Teubner,Leipzig,1851,https://catalog.hathitrust.org/Record/012304026,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1252,IR1252,M. Vellei Paterculi ex Historiae Romanae ad M. Vinicium cos. libris duobus quae supersunt,Velleius Paterculus,"Haase, Friedrich, 1808-1867",Historia Romana,B.G. Teubner,Leipzig,1884,https://catalog.hathitrust.org/Record/008886310,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1127,IR1127,Cornelii Taciti Historiarum libri qui supersunt,"Tacitus, Cornelius","Heraeus, W. (Wilhelm), 1862-1938",Historiae,B.G. Teubner,Leipzig,1899,https://catalog.hathitrust.org/Record/009624073,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1206,IR1206,Q. Curti Rufi Historiarum Alexandri Magni Macedonis libri qui supersunt,"Curtius Rufus, Quintus","Hedicke, Edmund, 1840-",Historiae Alexandri Magni,B.G. Teubner,Leipzig,1908,https://catalog.hathitrust.org/Record/011725353,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1207,IR1207,Q. Curti Rufi Historiarum Alexandri Magni Macedonis libri qui supersunt,"Curtius Rufus, Quintus","Hedicke, Edmund, 1840-",Historiae Alexandri Magni,B.G. Teubner,Leipzig,1919,https://catalog.hathitrust.org/Record/008913251,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1208,IR1208,"Q. Curtii Rufi De gestis Alexandri Magni, regis Macedonum, libri qui supersunt octo","Curtius Rufus, Quintus","Foss, Heinrich Eduard, 1805-1875",Historiae Alexandri Magni,B.G. Teubner,Leipzig,1864,https://catalog.hathitrust.org/Record/011621720,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1209,IR1209,Q. Curti Rufi Historiarum Alexandri Magni Macedonis libri qui supersunt,"Curtius Rufus, Quintus","Vogel, Theodor, 1836-1912",Historiae Alexandri Magni,B.G. Teubner,Leipzig,1900,https://catalog.hathitrust.org/Record/100328595,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1210,IR1210,Q. Curti Rufi Historiarum Alexandri Magni Macedonis libri qui supersunt,"Curtius Rufus, Quintus","Hedicke, Edmund, 1840-",Historiae Alexandri Magni,B.G. Teubner,Leipzig,1908,https://catalog.hathitrust.org/Record/100328593,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1211,IR1211,Q. Curti Rufi historiarum Alexandri Magni Macedonis: libri qui supersunt,"Curtius Rufus, Quintus","Vogel, Theodor, 1836-1912",Historiae Alexandri Magni,B.G. Teubner,Leipzig,1884,https://catalog.hathitrust.org/Record/007964393,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1212,IR1212,Q. Curti Rufi De gestis Alexandri Magni regis Macedonum libri qui supersunt octo,"Curtius Rufus, Quintus","Foss, Heinrich Eduard, 1805-1875",Historiae Alexandri Magni,B.G. Teubner,Leipzig,1871,https://catalog.hathitrust.org/Record/100130872,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1213,IR1213,Q. Curti Rufi De gestis Alexandri Magni regis Macedonum libri qui supersunt octo,"Curtius Rufus, Quintus","Foss, Heinrich Eduard, 1805-1875",Historiae Alexandri Magni,B.G. Teubner,Leipzig,1864,https://catalog.hathitrust.org/Record/100026406,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1214,IR1214,Q. Curti Rufi Historiarum Alexandri Magni Macedonis libri qui supersunt,"Curtius Rufus, Quintus","Vogel, Theodor, 1836-1912",Historiae Alexandri Magni,B.G. Teubner,Leipzig,1893,https://catalog.hathitrust.org/Record/100382148,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1215,IR1215,Q. Curti Rufi Historiarum Alexandri Magni Macedois libri qui supersunt,"Curtius Rufus, Quintus","Vogel, Theodor, 1836-1912",Historiae Alexandri Magni,B.G. Teubner,Leipzig,1899,https://catalog.hathitrust.org/Record/007027484,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR49,IR49,Petri Bembi ... Historiae Venetae libri XII,"Bembo, Pietro, 1470-1547","Manuzio, Aldo, 1449 or 1450-1515, Torresanus, Andreas, de Asula, 1451-1529 ",Historiae Venetae,apud Aldi filios,Venetiis,1551,https://catalog.hathitrust.org/Record/009317049,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1111,IR1111,Cornelii Taciti libri qui supersunt,"Tacitus, Cornelius","Halm, Karl, 1809-1882",Historiae;De Origine et Situ Germanorum;De Vita Iulii Agricolae;Dialogus de Oratoribus,B.G. Teubner,Leipzig,1893,https://catalog.hathitrust.org/Record/100391190,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1115,IR1115,Cornelii Taciti libri qui supersunt,"Tacitus, Cornelius","Andresen, Georg, 1845-, Halm, Karl, 1809-1882",Historiae;De Origine et Situ Germanorum;De Vita Iulii Agricolae;Dialogus de Oratoribus,B.G. Teubner,Leipzig,1913,https://catalog.hathitrust.org/Record/011665082,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR947,IR947,Pauli Orosii Historiarum adversum paganos libri VII,"Orosius, Paulus","Zangemeister, Karl Friedrich Wilhelm, 1837-1902",Historiarum aduersum paganos libri VII,B.G. Teubner,Leipzig,1889,https://catalog.hathitrust.org/Record/008394707,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR948,IR948,Pauli Orosii Historiarum adversum paganos Iibri VII,"Orosius, Paulus","Zangemeister, Karl Friedrich Wilhelm, 1837-1902",Historiarum aduersum paganos libri VII,B.G. Teubner,Leipzig,1889,https://catalog.hathitrust.org/Record/006792480,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR949,IR949,Pauli Orosii Historiarum adversum paganos libri VII,"Orosius, Paulus","Zangemeister, Karl Friedrich Wilhelm, 1837-1902",Historiarum aduersum paganos libri VII,B.G. Teubner,Leipzig,1889,https://catalog.hathitrust.org/Record/100320656,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR2,IR2,Quae hoc in volumine tractantur Bessarionis cardinalis Niceni [et] Patriarchae Consta[n]tinopolitani In calumniatore[m] Platonis libri quatuor ; eiusdem Correctio librorum platonis de legibus Georgio Trapezuntio interprete eiusdem De natura [et] arte aduersus eundem Trapezuntiu[m] tractatus index eorum omnium qvae singulis libris pertractantur.,"Bēssariōn, Cardinal, 1403-1472","Manuzio, Aldo, 1449 or 1450-1515","In calumniatorem Platonis libri quattuor;Correctio librorum Platonis de legibus, Georgio Trapezuntio interprete",in aedib Aldi Romani,Venetiis,1503,https://catalog.hathitrust.org/Record/009285351,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR16,IR16,In epistolas Ciceronis ad Atticum,"Manuzio, Paolo, 1512-1574","Manuzio, Paolo, 1512-1574",In epistolas Ciceronis ad Atticum Pauli Manutii commentarius,apud Aldi Filii,Venetiis,1547,https://catalog.hathitrust.org/Record/009335298,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR51,IR51,"Diui Thomae Aquinatis ... In librum B. Iob expositio, cum indice rerum memorabilium.","Thomas, Aquinas, Saint","Manuzio, Paolo, 1512-1574",In Iob,"apud Paulum Manutium, Aldi F.",Romae,1562,https://catalog.hathitrust.org/Record/009339456,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR9,IR9,M. Antonii Flaminii in librum Psalmorum breuis explanatio ...,"Flaminio, Marco Antonio, 1498-1550","Manuzio, Paolo, 1512-1574","In librum Psalmorum breuis explanatio ad Alexandrum Farnesium, cardinalem amplissimum",apud Aldi filios,Venetiis,1545,https://catalog.hathitrust.org/Record/009289862,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1226,IR1226,Lactantii Placidi qui dicitur Commentarios in Statii Thebaida et Commentarium in Achilleida,Lactantius Placidus,"Jahnke, Richard, 1868-1933",In Statii Thebaida Commentum,B.G. Teubner,Leipzig,1898,https://catalog.hathitrust.org/Record/100687011,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR920,IR920,M. Tullii Ciceronis De virtutibus libri fragmenta,"Cicero, Marcus Tullius","Knoellinger, Hermann, 1883-1914",incertorum librorum fragmenta,B.G. Teubner,Leipzig,1908,https://catalog.hathitrust.org/Record/100151422,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1056,IR1056,"M. Fabii Quintiliani Institutionis oratoriae, liber decimus",Quintilian,"Halm, Karl, 1809-1882",Institutio Oratoria,B.G. Teubner,Leipzig,1911,https://catalog.hathitrust.org/Record/100103889,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1057,IR1057,M. Fabii Quintiliani Institutionis oratoriae libri duodecim,Quintilian,"Bonnell, Eduard, 1802-1877",Institutio Oratoria,B.G. Teubner,Leipzig,1896,https://catalog.hathitrust.org/Record/009789334,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1058,IR1058,M. Fabii Quintiliani Institutionis oratoriae libri duodecim,Quintilian,"Bonnell, Eduard, 1802-1877",Institutio Oratoria,B.G. Teubner,Leipzig,1854,https://catalog.hathitrust.org/Record/009786904,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1059,IR1059,M. Fabii Quintiliani Institutionis oratoriae libri duodecim: ad fidem codicum manu scriptorum,Quintilian,"Bonnell, Eduard, 1802-1877",Institutio Oratoria,B.G. Teubner,Leipzig,1922,https://catalog.hathitrust.org/Record/100165244,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1060,IR1060,"M. Fabi Quintiliani Institutionis oratoriae, libri XII",Quintilian,"Radermacher, Ludwig, 1867-1952",Institutio Oratoria,B.G. Teubner,Leipzig,1907,https://catalog.hathitrust.org/Record/100122101,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1061,IR1061,M. Fabi Quintiliani Institutionis oratoriae libri XII,Quintilian,"Radermacher, Ludwig, 1867-1952",Institutio Oratoria,B.G. Teubner,Leipzig,1907,https://catalog.hathitrust.org/Record/100192531,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1063,IR1063,M. Fabi Quintiliani Institutionis oratoriae libri duodecim: ad fidem codicum manu scriptorum,Quintilian,"Bonnell, Eduard, 1802-1877",Institutio Oratoria,B.G. Teubner,Leipzig,1891,https://catalog.hathitrust.org/Record/100208098,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1064,IR1064,M. Fabi Quintiliani Institutionis oratoriae libri duodecim: ad fidem codicum manu scriptorum,Quintilian,"Bonnell, Eduard, 1802-1877",Institutio Oratoria,B.G. Teubner,Leipzig,1883,https://catalog.hathitrust.org/Record/100479836,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1065,IR1065,M. Fabi Quintiliani Institutionis oratoriae libri duodecim,Quintilian,"Bonnell, Eduard, 1802-1877",Institutio Oratoria,B.G. Teubner,Leipzig,1905,https://catalog.hathitrust.org/Record/100852081,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR8,IR8,"M. Fabii Quintiliani Institutionum oratoriarum libri XII diligentius recogniti MDXXII.: Index capitum totius operis. Conuersio dictionum Graecarum, quas ipse author in latinum non transtulit.",Quintilian,"Torresanus, Andreas, de Asula, 1451-1529 ",Institutio Oratoria,"In aedibus Aldi, et Andreae soceri",Venetiis,1521,https://catalog.hathitrust.org/Record/010823596,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1294,IR1294,Gai Institutionum commentarii quattuor: separatim ex Iurisprudentiae anteiustinianae ,Gaius,"Huschke, Ph. Eduard (Philipp Eduard), 1801-1886, Kübler, Bernhard, 1859-1940, Seckel, Emil, 1864-1924",Institutiones,B.G. Teubner,Leipzig,1913,https://catalog.hathitrust.org/Record/011589257,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1290,IR1290,Gai Institutionum commentarii quattuor: separatim ex Iurisprudentiae anteiustinianae ,Gaius,"Huschke, Ph. Eduard (Philipp Eduard), 1801-1886, Kübler, Bernhard, 1859-1940, Seckel, Emil, 1864-1924",Institutiones,B.G. Teubner,Leipzig,1908,https://catalog.hathitrust.org/Record/100541844,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1291,IR1291,Gaii Institutionum iuris civilis commentarii quattuor,Gaius,"Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",Institutiones,B.G. Teubner,Leipzig,1861,https://catalog.hathitrust.org/Record/008372759,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1292,IR1292,Gaii Institutiones iuris civilis commentarii quattuor,Gaius,"Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",Institutiones,B.G. Teubner,Leipzig,1861,https://catalog.hathitrust.org/Record/011566012,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1293,IR1293,Gai Institutionum commentarii quattuor: separatim ex Iurisprudentiae anteiustinianae ,Gaius,"Kübler, Bernhard, 1859-1940, Seckel, Emil, 1864-1924, Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",Institutiones,B.G. Teubner,Leipzig,1903,https://catalog.hathitrust.org/Record/100405524,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR859,IR859,Imp. Iustiniani Institutionum libri quattuor,"Justinian I, Emperor of the East","Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",Institutiones,B.G. Teubner,Leipzig,1899,https://catalog.hathitrust.org/Record/100402106,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR860,IR860,Imp. Iustiniani Institutionum libri quattuor,"Justinian I, Emperor of the East","Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",Institutiones,B.G. Teubner,Leipzig,1911,https://catalog.hathitrust.org/Record/102078229,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR820,IR820,Commodiani Carmina,Commodianus,"Ludwig, Ernst, 1845-1912",Instructiones;Carmen Apologeticum;Miltiades;Themistocles;Alcibiades;Iphicrates;Chabrias;Epaminondas;Pelopidas;Agesilaus;Eumenes;Phocion;Timoleon;Reges;Hamilcar;Hannibal;Cato;Atticus,B.G. Teubner,Leipzig,1878,https://catalog.hathitrust.org/Record/006792423,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1259,IR1259,Tiberi Claudi Donati ad Tiberium Claudium Maximum Donatianum filium suum interpretationes Vergilianae,"Donatus, Tiberius Claudius","Georges, Heinrich, 1852-1921",Interpretationes Virgilianae,B.G. Teubner,Leipzig,1905,https://catalog.hathitrust.org/Record/001769478,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1258,IR1258,Tiberi Claudi Donati ad Tiberium Claudium Maximum Donatianum filium suum interpretationes Vergilianae,"Donatus, Tiberius Claudius","Brummer, Jacob, Georges, Heinrich, 1852-1921",Interpretationes Virgilianae,B.G. Teubner,Leipzig,1969,https://catalog.hathitrust.org/Record/001221559,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1279,IR1279,"Fragmenta, sive ex Ulpiani libro singulari regularum excerpta. Accedunt eiusdem Institutionum reliquiae ex codice Vindobonensi","Ulpianus, Domitius","Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",Iurisprudentia,B.G. Teubner,Leipzig,1886,https://catalog.hathitrust.org/Record/100151343,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1280,IR1280,"Domitii Ulpiani quae vulgo vocantur Fragmenta: sive, ex Ulpiani libro singulari Regularum excerpta. Accedunt eiusdem Institutionum reliquae ex Codice Vindobenensi. Separatim ex 'Iurisprudentiae anteiustinianae reliquiarum' editione quinta","Ulpianus, Domitius","Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",Iurisprudentia,B.G. Teubner,Leipzig,1886,https://catalog.hathitrust.org/Record/100192611,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1281,IR1281,"Domitii Ulpiani quae vulgo vocantur Fragmenta, sive ex Ulpiani libro singulari Regularum excerpta. Accedunt eiusdem Institutionum reliquae ex Codice Vindobenensi. Separatim ex 'Iurisprudentiae anteiustinianae reliquiarum.","Ulpianus, Domitius","Huschke, Ph. Eduard (Philipp Eduard), 1801-1886",Iurisprudentia,B.G. Teubner,Leipzig,1886,https://catalog.hathitrust.org/Record/100370417,HathiTrust,Public Domain,Public Domain,,PDF
