DLL Page Link,DLL Identifier,Record title,DLL Author,DLL Contributor,DLL Work Reference,Publisher,Place of Publication,Date,Source,Repository Source,rights,rights,Type,Format
https://catalog.digitallatin.org/dll-item-record/IR1073,IR1073,C. Sallusti Crispi Catilina Iugurtha: ex Historiis orationes et epistulae,Sallust,"Eussner, Adam, 1844-",Catilinae Coniuratio;Bellum Iugurthinum;Historiae,B.G. Teubner,Leipzig,1900,https://catalog.hathitrust.org/Record/101850069,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1074,IR1074,Gai Sallusti Crispi De Catilinae coniuratione et De bello Iugurthino. Accedunt orationes et epistulae ex Historiis excerptae,Sallust,"Dietsch, Heinrich Rudolf, 1814-1875",Catilinae Coniuratio;Bellum Iugurthinum;Historiae,B.G. Teubner,Leipzig,1876,https://catalog.hathitrust.org/Record/100518268,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1075,IR1075,"C. Sallusti Crispi Catilina, Iugurtha, ex Historiis orationes et epistulae",Sallust,"Eussner, Adam, 1844-",Catilinae Coniuratio;Bellum Iugurthinum;Historiae,B.G. Teubner,Leipzig,1893,https://catalog.hathitrust.org/Record/100739830,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1076,IR1076,"C. Sallusti Crispi, Catilina; Jugurtha; ex Historiis orationes et epistulae",Sallust,"Eussner, Adam, 1844-",Catilinae Coniuratio;Bellum Iugurthinum;Historiae,B.G. Teubner,Leipzig,1904,https://catalog.hathitrust.org/Record/100681851,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1077,IR1077,"C. Sallusti Crispi Catilina, Iugurtha, ex Historiis orationes et epistulae",Sallust,"Eussner, Adam, 1844-",Catilinae Coniuratio;Bellum Iugurthinum;Historiae,B.G. Teubner,Leipzig,1887,https://catalog.hathitrust.org/Record/012445085,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR18,IR18,"C. Crispi Sallustii De coniuratione Catilinae.: Eiusdem De bello Iugurthino. Orationes quaedam ex libris Historiarum C. Crispi Sallustij. Eiusdem oratio contra M.T. Ciceronem. M.T. Ciceronis Oratio contra C. Crispu[m] Sallustium. Eiusdem orationes quatuor contra Lucium Catilina[m]. Porcij Latronis Declamatio contra Lucium Catilina[m]. Quae omnia solerti nuper cura repurgata sunt, ac suo quaeq; ordine optime digesta.","Sallust;Cicero, Marcus Tullius;Latro, Marcus Porcius, 57 B.C.-4 B.C.","Torresanus, Andreas, de Asula, 1451-1529 ",Catilinae Coniuratio;Bellum Iugurthinum;Historiae;In M. Tullium Ciceronem (dub.);In Sallustium (dub.);In Catilinam;Declamationes in Catilinam,"In aedibus Aldi, et Andreae soceri",Venetiis,1521,https://catalog.hathitrust.org/Record/010823599/Home,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR907,IR907,Marci Tulli Ciceronis Cato maior ; Laelius,"Cicero, Marcus Tullius","Plasberg, Otto, 1869-1924, Simbeck, Karl, 1882-1944",Cato Maior de Senectute;Laelius de Amicitia;De gloria,B.G. Teubner,Leipzig,1917,https://catalog.hathitrust.org/Record/100894726,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR879,IR879,"M. Tullii Ciceronis Cato maior de senectute, Laelius de amicitia, Paradoxa","Cicero, Marcus Tullius",,Cato Maior de Senectute;Laelius de Amicitia;Paradoxa Stoicorum,B.G. Teubner,Leipzig,1909,https://catalog.hathitrust.org/Record/100851443,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR880,IR880,"M. Tullii Ciceronis Cato maior de senectute, Laelius de amicitia, Paradoxa","Cicero, Marcus Tullius",,Cato Maior de Senectute;Laelius de Amicitia;Paradoxa Stoicorum,B.G. Teubner,Leipzig,1883,https://catalog.hathitrust.org/Record/009780250,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR906,IR906,Marci Tullii Ciceronis Cato maior de senectute ; Laelius de amicitia ; Paradoxa,"Cicero, Marcus Tullius",,Cato Maior de Senectute;Laelius de Amicitia;Paradoxa Stoicorum,B.G. Teubner,Leipzig,1891,https://catalog.hathitrust.org/Record/100487307,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR856,IR856,Hildegardis Causae et curae,"Hildegard, Saint","Kaiser, Paul, 1852-1917",Causae et curae,B.G. Teubner,Leipzig,1903,https://catalog.hathitrust.org/Record/100322222,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1029,IR1029,T. Macci Plauti Comoediae,"Plautus, Titus Maccius","Goetz, Georg, 1849-1932, Schöll, Fritz, 1850-1919",Cistellaria;Curculio;Epidicus;Fragmenta;Menaechmi;Mercator;Miles Gloriosus;Mostellaria;Persa;Poenulus;Pseudolus;Rudens;Stichus;Trinummus;Truculentus;Vidularia;Amphitruo;Asinaria;Aulularia;Bacchides;Captivi;Casina,B.G. Teubner,Leipzig,1901,https://catalog.hathitrust.org/Record/007517337,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1030,IR1030,T. Macci Plauti Comoediae,"Plautus, Titus Maccius","Schöll, Fritz, 1850-1919, Goetz, Georg, 1849-1932",Cistellaria;Curculio;Epidicus;Fragmenta;Menaechmi;Mercator;Miles Gloriosus;Mostellaria;Persa;Poenulus;Pseudolus;Rudens;Stichus;Trinummus;Truculentus;Vidularia;Amphitruo;Asinaria;Aulularia;Bacchides;Captivi;Casina,B.G. Teubner,Leipzig,1898,https://catalog.hathitrust.org/Record/009775001,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1031,IR1031,T. Macci Plauti Comoediae,"Plautus, Titus Maccius","Schöll, Fritz, 1850-1919, Goetz, Georg, 1849-1932",Cistellaria;Curculio;Epidicus;Fragmenta;Menaechmi;Mercator;Miles Gloriosus;Mostellaria;Persa;Poenulus;Pseudolus;Rudens;Stichus;Trinummus;Truculentus;Vidularia;Amphitruo;Asinaria;Aulularia;Bacchides;Captivi;Casina,B.G. Teubner,Leipzig,1892,https://catalog.hathitrust.org/Record/011737229,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1032,IR1032,T. Macci Plauti Comoediae,"Plautus, Titus Maccius","Schöll, Fritz, 1850-1919, Goetz, Georg, 1849-1932",Cistellaria;Curculio;Epidicus;Fragmenta;Menaechmi;Mercator;Miles Gloriosus;Mostellaria;Persa;Poenulus;Pseudolus;Rudens;Stichus;Trinummus;Truculentus;Vidularia;Amphitruo;Asinaria;Aulularia;Bacchides;Captivi;Casina,B.G. Teubner,Leipzig,1898,https://catalog.hathitrust.org/Record/009775001,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1033,IR1033,T. Macci Plauti Comoediae,"Plautus, Titus Maccius","Schöll, Fritz, 1850-1919, Goetz, Georg, 1849-1932",Cistellaria;Curculio;Epidicus;Fragmenta;Menaechmi;Mercator;Miles Gloriosus;Mostellaria;Persa;Poenulus;Pseudolus;Rudens;Stichus;Trinummus;Truculentus;Vidularia;Amphitruo;Asinaria;Aulularia;Bacchides;Captivi;Casina,B.G. Teubner,Leipzig,1892,https://catalog.hathitrust.org/Record/011737229,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1034,IR1034,T. Macci Plauti Comoediae,"Plautus, Titus Maccius","Schöll, Fritz, 1850-1919, Goetz, Georg, 1849-1932",Cistellaria;Curculio;Epidicus;Fragmenta;Menaechmi;Mercator;Miles Gloriosus;Mostellaria;Persa;Poenulus;Pseudolus;Rudens;Stichus;Trinummus;Truculentus;Vidularia;Amphitruo;Asinaria;Aulularia;Bacchides;Captivi;Casina,B.G. Teubner,Leipzig,1895,https://catalog.hathitrust.org/Record/008910456,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1035,IR1035,T. Macci Plauti Comoediae,"Plautus, Titus Maccius","Schöll, Fritz, 1850-1919, Goetz, Georg, 1849-1932",Cistellaria;Curculio;Epidicus;Fragmenta;Menaechmi;Mercator;Miles Gloriosus;Mostellaria;Persa;Poenulus;Pseudolus;Rudens;Stichus;Trinummus;Truculentus;Vidularia;Amphitruo;Asinaria;Aulularia;Bacchides;Captivi;Casina,B.G. Teubner,Leipzig,1892,https://catalog.hathitrust.org/Record/009789370,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1036,IR1036,T. Macci Plauti Comoediae,"Plautus, Titus Maccius","Schöll, Fritz, 1850-1919, Goetz, Georg, 1849-1932",Cistellaria;Curculio;Epidicus;Fragmenta;Menaechmi;Mercator;Miles Gloriosus;Mostellaria;Persa;Poenulus;Pseudolus;Rudens;Stichus;Trinummus;Truculentus;Vidularia;Amphitruo;Asinaria;Aulularia;Bacchides;Captivi;Casina,B.G. Teubner,Leipzig,1895,https://catalog.hathitrust.org/Record/008910456,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1265,IR1265,Averrois Paraphrasis in librum Poeticae Aristotelis,"Averroës, 1126-1198;Mantino, Jacob, -1549?","Heidenhain, Friedrich Jakob, 1845-1912",Commentaria,B.G. Teubner,Leipzig,1889,https://catalog.hathitrust.org/Record/006752138,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR52,IR52,"Asconii Pediani Expositio in IIII orationes M. Tulij Ciceronis contra C. Verrem ; In orationem pro C. Cornelio ; In orationem contra C. Antoniu[m], et L. Catilina[m] ; In orationem pro M. Scauro ; In orationem contra L. Pisonem ; In orationem pro Milone","Asconius Pedianus, Quintus","Torresanus, Andreas, de Asula, 1451-1529 ",Commentarii in Verrinas (dub.);Pro Cornelio;In Toga Candida;Pro Scauro;In Senatu Contra L. Pisonem;Pro Milone,apud Aldi filios,Venetiis,1547,https://catalog.hathitrust.org/Record/009305192,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR984,IR984,Remigii Autissiodorensis In Artem Donati minorem commentum,"Remigius, of Auxerre","Fox, Wilhelm, 1833-1925",Commentum Einsidlense in Donati Artem minorem,B.G. Teubner,Leipzig,1902,https://catalog.hathitrust.org/Record/100321197,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR985,IR985,Remigii Autissiodorensis In Artem Donati minorem commentum ad fidem codicum manu scriptorum,"Remigius, of Auxerre","Fox, Wilhelm, 1833-1925",Commentum Einsidlense in Donati Artem minorem,B.G. Teubner,Leipzig,1902,https://catalog.hathitrust.org/Record/012445086,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1276,IR1276,Pomponii Porphyrionis Commentum in Horatium Flaccum,Pomponius Porphyrio,"Meyer, Wilhelm, 1845-1917",Commentum in Horati Artem Poeticam;Commentum in Horati Carmen Saeculare;Commentum in Horati Carmina;Commentum in Horati Epistulas;Commentum in Horati Epodos;Commentum in Horati Sermones;Vita Horati,B.G. Teubner,Leipzig,1874,https://catalog.hathitrust.org/Record/000592533,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1236,IR1236,Scribonii Largi Conpositiones,Scribonius Largus,"Helmreich, Georg, 1849-1921",Compositiones,B.G. Teubner,Leipzig,1887,https://catalog.hathitrust.org/Record/008911641,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1237,IR1237,Scribonii Largi Conpositiones,Scribonius Largus,"Helmreich, Georg, 1849-1921",Compositiones,B.G. Teubner,Leipzig,1887,https://catalog.hathitrust.org/Record/100661948,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1238,IR1238,Scribonii Largi Conpositiones,Scribonius Largus,"Helmreich, Georg, 1849-1921",Compositiones,B.G. Teubner,Leipzig,1887,https://catalog.hathitrust.org/Record/012445090,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR801,IR801,S. Aureli Augustini Confessionum libri tredecim,"Augustine, of Hippo, Saint, 354-430","Knöll, Pius",Confessionum libri tredecim,B.G. Teubner,Leipzig,1909,https://catalog.hathitrust.org/Record/100894725,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR802,IR802,S. Aureli Augustini Confessionum libri tredecim,"Augustine, of Hippo, Saint, 354-430","Knöll, Pius",Confessionum libri tredecim,B.G. Teubner,Leipzig,1898,https://catalog.hathitrust.org/Record/100432900,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR803,IR803,S. Aureli Augustini Confessionum libri tredecim,"Augustine, of Hippo, Saint, 354-430","Knöll, Pius",Confessionum libri tredecim,B.G. Teubner,Leipzig,1909,https://catalog.hathitrust.org/Record/100639243,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR22,IR22,"Hoc uolumine continentur poëtae tres egregij nunc primum in lucem editi: Gratij, q[ui] Augusto Principe floruit, de uenatione lib. I. P. Ouidij Nasonis Halieuticôn liber acephalus. M. Aurelij Olympij Nemesiani Cynegeticôn lib. I ; eiusdem carmen bucolicum. T. Calphurnij Siculi Bucolica. Adriani Cardinalis uenatio.","Grattius, Faliscus;Ovid, 43 B.C.-17 A.D. or 18 A.D. ;Nemesianus, Marcus Aurelius Olympius;Calpurnius Siculus, Titus","Torresanus, Andreas, de Asula, 1451-1529 ",Cynegetica;Halieutica (dub.);Cynegetica;Eclogae,"In aedibus haeredum Aldi Manutij, & Andreae soceri",Venetiis,1534,https://archive.org/details/ita-bnc-ald-00000130-001,Internet Archive,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1289,IR1289,M. Porci Catonis De agri cultura,Marcus Porcius Cato M.f.M.n.,"Goetz, Georg, 1849-1932",De Agri Cultura,B.G. Teubner,Leipzig,1922,https://catalog.hathitrust.org/Record/007027472,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1202,IR1202,M. Porci Catonis De agri cultura liber,"Cato, Marcus Porcius","Keil, Heinrich, 1822-1894",De Agri Cultura,B.G. Teubner,Leipzig,1895,https://catalog.hathitrust.org/Record/006503936,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1203,IR1203,M. Porci Catonis De agri cultura liber,"Cato, Marcus Porcius","Keil, Heinrich, 1822-1894",De Agri Cultura,B.G. Teubner,Leipzig,1895,https://catalog.hathitrust.org/Record/100179845,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1204,IR1204,"M. Porci Catonis De agri cultura liber, M. Terenti Varronis Rerum rusticarum libri tres","Cato, Marcus Porcius;Varro, Marcus Terentius","Keil, Heinrich, 1822-1894",De Agri Cultura;Res Rusticae,B.G. Teubner,Leipzig,1884,https://catalog.hathitrust.org/Record/009021003,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1205,IR1205,"M. Porci Catonis De agri cultura liber, M. Terenti Varronis Rerum rusticarum libri tres","Cato, Marcus Porcius;Varro, Marcus Terentius","Krumbiegel, Richard, 1867-, Keil, Heinrich, 1822-1894",De Agri Cultura;Res Rusticae,B.G. Teubner,Leipzig,1882,https://catalog.hathitrust.org/Record/011682555,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR12,IR12,"Libri De re rustica M. Catonis lib. I, M. Terentii Varronis lib. III, L. Iunii Moderati Columellae lib. XII, eiusdem De arboribus liber separatus ab aliis, Palladii lib. XIIII, De duobus dierum generibus simulq[ue] de umbris & horis, quae apud Palladium ...","Cato, Marcus Porcius, 95 B.C.-46 B.C.;Varro, Marcus Terentius;Columella, Lucius Junius Moderatus;Palladius, Rutilius Taurus Aemilianus","Torresanus, Andreas, de Asula, 1451-1529 ",De Agri Cultura;Res Rusticae;De Re Rustica;De Arboribus;Opus agriculturae,in aedibus haeredum Aldi et Andreae Soceri,Venetiis,1533,https://catalog.hathitrust.org/Record/009279912,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR31,IR31,"Libri de re rustica: M. Catonis Lib. I. M. Terrentii Varronis Lib. III. L. Iunii Moderati Columellae Lib. XII. Eiusdem De arboribus liber, separatus ab alijs, quare autem id factum fuerit, ostenditur in epistola ad lectorem. Palladii Lib. XIIII. De duobus dierum generibus, simulq[ue] de umbris & horis, quae apud Palladium, in alia epistola ad lectorem. Georgii Alexandrini Enarrationes priscarum dictionum, quae in his libris Catonis, Varronis, Colummelae.","Cato, Marcus Porcius, 95 B.C.-46 B.C.;Varro, Marcus Terentius;Columella, Lucius Junius Moderatus;Palladius, Rutilius Taurus Aemilianus","Torresanus, Andreas, de Asula, 1451-1529 ",De Agri Cultura;Res Rusticae;De Re Rustica;Opus agriculturae,In aedibus Aldi et Andreae soceri,Venetiis,1514,https://catalog.hathitrust.org/Record/100828522,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1217,IR1217,Iulii Frontini De aquaeductu urbis Romae commentarius,"Frontinus, Sextus Julius","Ranke, Friedrich, 1882-1950",De Aquis Urbis Romae,B.G. Teubner,Leipzig,1922,https://catalog.hathitrust.org/Record/007964384,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1173,IR1173,Vitruvii De architectura libri decem,Vitruvius Pollio,"Rose, Valentin, 1829-1916",De Architectura,B.G. Teubner,Leipzig,1899,https://catalog.hathitrust.org/Record/001810783,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1174,IR1174,Vitruvii De architectura libri decem,Vitruvius Pollio,"Rose, Valentin, 1829-1916",De Architectura,B.G. Teubner,Leipzig,1899,https://catalog.hathitrust.org/Record/100841634,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR40,IR40,"Guillielmi Bvdaei Parisiensis secretarij Regij libri V. de Asse, & partib. eius post duas Parisienses impressiones ab eodem ipso Budaeo castigati, idq[ue] authore Io. Grolierio Lugdunensi Christianissimi Gallorŭ Regis Secretario, et Gallicarŭ copiarum Quaestore, cui etiam ob nostră in eum obseruantiă à nobis illi dicantur.","Budé, Guillaume, 1468-1540","Torresanus, Andreas, de Asula, 1451-1529 ",De asse et partibus ius,In aedibus Aldi et Andreae Asulani soceri,Venetiis,1522,https://catalog.hathitrust.org/Record/101806975,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1193,IR1193,"C. Iuli Caesaris Belli gallici libri VII, cum A. Hirti libro octavo","Caesar, Julius","Dinter, Bernard",De Bello Gallico,B.G. Teubner,Leipzig,1899,https://catalog.hathitrust.org/Record/100480897,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1191,IR1191,C. Iulii Caesaris Commentarii cum A. Hirtii aliorumque supplementis (editio minor),"Caesar, Julius","Wölfflin, Eduard von, 1831-1908, Kübler, Bernhard, 1859-1940",De Bello Gallico;Bellum Alexandrinum (dub.);Bellum Africum (dub.),B.G. Teubner,Leipzig,1896,https://catalog.hathitrust.org/Record/001724919,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1194,IR1194,C. Iulii Caesaris Commentarii,"Caesar, Julius","Kübler, Bernhard, 1859-1940, Wölfflin, Eduard von, 1831-1908",De Bello Gallico;Bellum Civile;Bellum Africum (dub.);Bellum Alexandrinum (dub.);Bellum Hispaniense (dub.),B.G. Teubner,Leipzig,1896,https://catalog.hathitrust.org/Record/012289477,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1195,IR1195,Commentarii cum A. Hirti aliorumque supplementis,"Caesar, Julius","Dinter, Bernard",De Bello Gallico;Bellum Civile;Bellum Alexandrinum (dub.);Bellum Africum (dub.);Bellum Hispaniense (dub.);Anticato;Epistulae ad familiares;De Analogia;Orationes;epistulae ad Ciceronem,B.G. Teubner,Leipzig,1887,https://catalog.hathitrust.org/Record/100323513,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1196,IR1196,C. Iulii Caesaris commentarii,"Caesar, Julius;Hirtius, Aulus","Wölfflin, Eduard von, 1831-1908, Kübler, Bernhard, 1859-1940",De Bello Gallico;Bellum Civile;Bellum Alexandrinum (dub.);Bellum Africum (dub.);Bellum Hispaniense (dub.);Anticato;Epistulae ad familiares;De Analogia;Orationes;epistulae ad Ciceronem,B.G. Teubner,Leipzig,1893,https://catalog.hathitrust.org/Record/006241463,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1197,IR1197,Commentarii cum A. Hirti aliorumque supplementis,"Caesar, Julius;Hirtius, Aulus","Dinter, Bernard",De Bello Gallico;Bellum Civile;Bellum Alexandrinum (dub.);Bellum Africum (dub.);Bellum Hispaniense (dub.);Anticato;Epistulae ad familiares;De Analogia;Orationes;epistulae ad Ciceronem,B.G. Teubner,Leipzig,1890,https://catalog.hathitrust.org/Record/011255595,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1198,IR1198,Commentarii: cum a. Hirtii aliorumque supplementis ,"Caesar, Julius;Hirtius, Aulus","Kübler, Bernhard, 1859-1940",De Bello Gallico;Bellum Civile;Bellum Alexandrinum (dub.);Bellum Africum (dub.);Bellum Hispaniense (dub.);Anticato;Epistulae ad familiares;De Analogia;Orationes;epistulae ad Ciceronem,B.G. Teubner,Leipzig,1893,https://catalog.hathitrust.org/Record/101826467,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1228,IR1228,Pomponii Melae De chorographia libri tres,"Mela, Pomponius","Frick, Karl, 1848-",De Chorographia,B.G. Teubner,Leipzig,1880,https://catalog.hathitrust.org/Record/006624832,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1229,IR1229,Pomponii Melae De chorographia libri tres,"Mela, Pomponius","Frick, Karl, 1848-",De Chorographia,B.G. Teubner,Leipzig,1880,https://catalog.hathitrust.org/Record/001809190,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR804,IR804,Sancti Aurelii Augustini episcopi De civitate Dei libri XXII,"Augustine, of Hippo, Saint, 354-430","Dombart, Bernhard, 1832-1907",De Civitate Dei,B.G. Teubner,Leipzig,1877,https://catalog.hathitrust.org/Record/001932186,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR805,IR805,"Sancti Aurelii Augustini episcopi De civitate Dei, libri XXII","Augustine, of Hippo, Saint, 354-430","Dombart, Bernhard, 1832-1907",De Civitate Dei,B.G. Teubner,Leipzig,1909,https://catalog.hathitrust.org/Record/100349877,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR806,IR806,"Sancti Aurelii Augustini episcopi De civitate Dei, libri XXII","Augustine, of Hippo, Saint, 354-430","Dombart, Bernhard, 1832-1907",De Civitate Dei,B.G. Teubner,Leipzig,1909,https://catalog.hathitrust.org/Record/001932192,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR807,IR807,"Saneti Aurelii Augustini episcopi De civitate Dei, libri XXII","Augustine, of Hippo, Saint, 354-430","Dombart, Bernhard, 1832-1907",De Civitate Dei,B.G. Teubner,Leipzig,1863,https://catalog.hathitrust.org/Record/001932180,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR808,IR808,Saneti Aurelii Augustini episcopi De civitati Dei libri XXII,"Augustine, of Hippo, Saint, 354-430","Dombart, Bernhard, 1832-1907",De Civitate Dei,B.G. Teubner,Leipzig,1908,https://catalog.hathitrust.org/Record/100349878,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR809,IR809,Saneti Aurelii Augustini episcopi De civitate Dei libri XXII ,"Augustine, of Hippo, Saint, 354-430","Dombart, Bernhard, 1832-1907",De Civitate Dei,B.G. Teubner,Leipzig,1905,https://catalog.hathitrust.org/Record/101708435,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR34,IR34,Hieronymi Gabucinii ... De comitiali morbo libri III ...,"Gabuccini, Girolamo, active 16th century","Manuzio, Paolo, 1512-1574",De comitiali morbo,Aldus,Venetiis,1561,https://catalog.hathitrust.org/Record/009281306,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1274,IR1274,"Nonii Marcelli De conpendiosa doctrina libros XX, Onionsianis copiis usus",Nonius Marcellus,"Onions, John Henry, 1852-1889, Lindsay, W. M. (Wallace Martin), 1858-1937",De compendiosa doctrina,B.G. Teubner,Leipzig,1903,https://catalog.hathitrust.org/Record/100739544,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1275,IR1275,Nonii Marcelli De compendiosa doctrina libros XX,Nonius Marcellus,"Onions, John Henry, 1852-1889, Lindsay, W. M. (Wallace Martin), 1858-1937",De compendiosa doctrina,B.G. Teubner,Leipzig,1964,https://catalog.hathitrust.org/Record/001221143,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR816,IR816,Censorini De die natali liber,Censorinus,"Hultsch, Fridericus (Friedrich Otto), 1833-1906",De die natali liber,B.G. Teubner,Leipzig,1867,https://catalog.hathitrust.org/Record/010551078,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR817,IR817,Censorini De die natali liber,Censorinus,"Hultsch, Fridericus (Friedrich Otto), 1833-1906",De die natali liber,B.G. Teubner,Leipzig,1867,https://catalog.hathitrust.org/Record/011529958,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR1,IR1,Iunioris Ludouici Pariseti Regiensis De divina in hominem beneuolentia atque beneficentia orationes tres ad viros Regienses habitae.,"Parisetti, Lodovico","Manuzio, Paolo, 1512-1574",De divina in hominem benevolentia atque beneficentia orationes tres,Aldi Filii,Venetiis,1552,https://catalog.hathitrust.org/Record/009293840,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR914,IR914,M. Tullii Ciceronis De divinatione libri duo. Libri De fato quae manserunt,"Cicero, Marcus Tullius",,De Divinatione;De Fato,B.G. Teubner,Leipzig,1881,https://catalog.hathitrust.org/Record/100639275,HathiTrust,Public Domain,Public Domain,,PDF
https://catalog.digitallatin.org/dll-item-record/IR53,IR53,"Francisci Vargas ... De Episcoporum iurisdictione, et Pontificis Max. auctoritate, responsum.","Vargas Mejía, Francisco, 1484-1560","Manuzio, Paolo, 1512-1574",De episcoporum iurisdictione et Pontificis Maximi auctoritate responsum,"apud Paulum Manutium, Aldi F. : in aedibus Populi Romani",Romae,1563,https://catalog.hathitrust.org/Record/009305575,HathiTrust Digital Library,Public Domain,Public Domain,,PDF
