DLL Page Link,DLL Identifier,Record title,Creator,Source Edition,Source,Publisher,Repository Source,Access Date,rights,DLL Author,DLL Work Reference
https://catalog.digitallatin.org/dll-web-page/WP1866,WP1866,"Ab urbe condita, books 1-10 - 20s",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1843,WP1843,"Ab urbe condita, books 1-10 - 16s",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1844,WP1844,"Ab urbe condita, books 39-40 - 40",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars III. Libri XXXI-XL. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1811,WP1811,"Ab urbe condita libri, erklärt von M. Weissenborn, books 33-34 - 33",Titus Livius (Livy),"W. Weissenborn, ed. 1883. Ab urbe condita. Weidmannsche Buchhandlung.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1836,WP1836,"Ab urbe condita, books 21-30 - 29",Titus Livius (Livy),"W. Weissenborn, ed. 1884. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars II. Libri XXI-XXX. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1845,WP1845,"Ab urbe condita, books 21-30 - 26",Titus Livius (Livy),"W. Weissenborn, ed. 1884. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars II. Libri XXI-XXX. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1812,WP1812,"Ab urbe condita, books 21-30 - 21",Titus Livius (Livy),"W. Weissenborn, ed. 1884. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars II. Libri XXI-XXX. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1828,WP1828,"Ab urbe condita, books 21-30 - 30",Titus Livius (Livy),"W. Weissenborn, ed. 1884. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars II. Libri XXI-XXX. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1837,WP1837,"Ab urbe condita, books 21-30 - 24",Titus Livius (Livy),"W. Weissenborn, ed. 1884. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars II. Libri XXI-XXX. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1808,WP1808,"Ab urbe condita, books 21-30 - 22",Titus Livius (Livy),"W. Weissenborn, ed. 1884. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars II. Libri XXI-XXX. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1833,WP1833,"Ab urbe condita, books 1-10 - 6",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1842,WP1842,"Ab urbe condita, books 1-10 - 1",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1805,WP1805,"Ab urbe condita, books 1-10 - 8",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1815,WP1815,"Ab urbe condita, books 1-10 - 19s",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1830,WP1830,"Ab urbe condita, books 1-10 - 7",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1839,WP1839,"Ab urbe condita, books 1-10 - 14s",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1802,WP1802,"Ab urbe condita, books 1-10 - 17s",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1809,WP1809,"Ab urbe condita, books 1-10 - 10",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1834,WP1834,"Ab urbe condita, books 1-10 - 5",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1806,WP1806,"Ab urbe condita, books 1-10 - 4",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1831,WP1831,"Ab urbe condita, books 1-10 - 11s",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1840,WP1840,"Ab urbe condita, books 1-10 - 12s",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1803,WP1803,"Ab urbe condita, books 1-10 - 18s",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1813,WP1813,"Ab urbe condita, books 31-38 - 32",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars III. Libri XXXI-XL. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1829,WP1829,"Ab urbe condita, books 31-38 - 34",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars III. Libri XXXI-XL. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1838,WP1838,"Ab urbe condita, books 31-38 - 33",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars III. Libri XXXI-XL. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1847,WP1847,"Ab urbe condita, books 31-38 - 36",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars III. Libri XXXI-XL. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1810,WP1810,"Ab urbe condita, books 31-38 - 31",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars III. Libri XXXI-XL. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1835,WP1835,"Ab urbe condita, books 31-38 - 37",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars III. Libri XXXI-XL. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1807,WP1807,"Ab urbe condita, books 41-45 - 42",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars IV. Libri XLI-CXLII Fragmenta. Index. . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1832,WP1832,"Ab urbe condita, books 41-45 - 43",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars IV. Libri XLI-CXLII Fragmenta. Index. . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1841,WP1841,"Ab urbe condita, books 41-45 - 41",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars IV. Libri XLI-CXLII Fragmenta. Index. . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1804,WP1804,"Ab urbe condita, fragments",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars IV. Libri XLI-CXLII Fragmenta. Index. Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi001fr.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Fragmenta
https://catalog.digitallatin.org/dll-web-page/WP1814,WP1814,"Epistulae, Books I-IX",Sidonius Apollinaris,"W.B. Anderson, ed. 1936. Sidonius Poems and Letters, Vol 1-2. William Heinemann Ltd.; Harvard University Press.",http://data.perseus.org/texts/urn:cts:latinLit:stoa0261.stoa0002.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,,Epistularum libri IX
https://catalog.digitallatin.org/dll-web-page/WP1827,WP1827,"Ab urbe condita, books 21-30 - 27",Titus Livius (Livy),"W. Weissenborn, ed. 1884. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars II. Libri XXI-XXX. Editio Stereotypica               . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1819,WP1819,"Ab urbe condita, books 21-30 - 28",Titus Livius (Livy),"W. Weissenborn, ed. 1884. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars II. Libri XXI-XXX. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1818,WP1818,"Ab urbe condita, books 21-30 - 25",Titus Livius (Livy),"W. Weissenborn, ed. 1884. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars II. Libri XXI-XXX. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1824,WP1824,"Ab urbe condita, books 1-10 - 13s",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1821,WP1821,"Ab urbe condita, books 1-10 - 9",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1825,WP1825,"Ab urbe condita, books 1-10 - 2",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1816,WP1816,"Ab urbe condita, books 1-10 - 15s",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1822,WP1822,"Ab urbe condita, books 1-10 - 3",Titus Livius (Livy),"W. Weissenborn, ed. 1898. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars I. Libri I-X. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1820,WP1820,"Ab urbe condita, books 31-38 - 35",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars III. Libri XXXI-XL. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1826,WP1826,"Ab urbe condita, books 39-40 - 39",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars III. Libri XXXI-XL. Editio Stereotypica . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1817,WP1817,"Ab urbe condita, books 41-45 - 45",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars IV. Libri XLI-CXLII Fragmenta. Index. . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
https://catalog.digitallatin.org/dll-web-page/WP1823,WP1823,"Ab urbe condita, books 41-45 - 44",Titus Livius (Livy),"W. Weissenborn, ed. 1911. Titi Livi ab urbe condita libri editionem priman curavit Guilelmus Weissenborn editio altera auam curavit Mauritius Mueller Pars IV. Libri XLI-CXLII Fragmenta. Index. . Teubner.",http://data.perseus.org/texts/urn:cts:latinLit:phi0914.phi00132.perseus-lat1,,Perseus Digital Library,2018-06-24,Materials within the Perseus DL have varying copyright status: please contact the project for more information about a specific component or object. Copyright is protected by the copyright laws of the United States and the Universal Copyright Convention.,Livy,Ab Urbe Condita
