DLL Page Link,DLL Identifier,Record title,Creator,Source Edition,Source,Publisher,Repository Source,Access Date,rights,DLL Author,DLL Work Reference
https://catalog.digitallatin.org/dll-web-page/WP2774,WP2774,Interpretationes Vergilianae,"Donatus, Tiberius Claudius","Tiberi Claudi Donati, Interpretationes Vergilianae, edidit Henricus Georgii, 2 voll., Lipsiae 1905-1906 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000089,,digilibLT,2017-10-24,Public Domain,"Donatus, Tiberius Claudius",Interpretationes Virgilianae
https://catalog.digitallatin.org/dll-web-page/WP2792,WP2792,De accentibus,Priscianus (Ps.),"[Prisciani] De accentibus, a c. di C. Giammona, Hildesheim 2012 (Collectanea Grammatica Latina 12) Cfr. Grammatici Latini, III. Prisciani Institutionum Grammaticarum libri XIII- XVIII, ex recensione M.Hertzii, Prisciani opera minora, ex recensione H. Keilii, Hildesheim 1961, 519-528 (reprografischer Nachdruck der Ausgabe, Leipzig 1859)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000426,,digilibLT,2017-10-24,Public Domain,"Priscian, active approximately 500-530",De Accentibus
https://catalog.digitallatin.org/dll-web-page/WP2761,WP2761,Institutiones (Priscianus),Priscianus,"Grammatici Latini, II. Prisciani Institutionum Grammaticarum libri I-XII, ex recensione M.Hertzii, Hildesheim 1961 (reprografischer Nachdruck der Ausgabe, Leipzig 1855) & Grammatici Latini, III. Prisciani Institutionum Grammaticarum libri XIII-XVIII, ex recensione M.Hertzii, Prisciani opera minora, ex recensione H. Keilii, Hildesheim 1961, 1-377 (reprografischer Nachdruck der Ausgabe, Leipzig 1859) & Prisciani Caesariensis, Ars, liber XVIII, pars altera a c. di M. Rosellini, Hildesheim 2015",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000425,,digilibLT,2017-10-24,Public Domain,"Priscian, active approximately 500-530",Institutiones grammaticae
https://catalog.digitallatin.org/dll-web-page/WP2766,WP2766,Partitiones,Priscianus,"Prisciani Caesariensis Opuscula. Vol. II Institutio de nomine et pronomine et verbo; Partitiones duodecim versuum Aeneidos principalium, edizione critica a cura di M. Passalacqua, Roma 1999, 45-128. Cfr. GL III, 459-515: Grammatici Latini, II. Prisciani Institutionum Grammaticarum libri XIII-XVIII, ex recensione M.Hertzii, Prisciani opera minora, ex recensione H. Keilii, Hildesheim 1961, 459-515 (reprografischer Nachdruck der Ausgabe, Leipzig 1859)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000423,,digilibLT,2017-10-24,Public Domain,"Priscian, active approximately 500-530",Partitiones XII uersuum Aeneidos principalium
https://catalog.digitallatin.org/dll-web-page/WP2784,WP2784,Ars de uerbo,Eutyches,"Grammatici Latini, V. Artium Scriptores minores. Cledonius Pompeius Iulianus etc., ex recensione H. Keilii, Hildesheim 1961, 447-488 (reprografischer Nachdruck der Ausgabe, Leipzig 1868)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000172,,digilibLT,2017-10-24,Public Domain,Eutyches,Ars de uerbo
https://catalog.digitallatin.org/dll-web-page/WP2803,WP2803,Ars rhetorica (Consultus Fortunatianus),"Fortunatianus, Consultus","Consulti Fortunatiani Ars rhetorica, introduzione, edizione critica, traduzione italiana e commento a cura di L. Calboli Montefusco, Bologna 1979",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000191,,digilibLT,2017-10-24,Public Domain,"Fortunatianus, Chirius",Artis Rhetoricae
https://catalog.digitallatin.org/dll-web-page/WP2762,WP2762,De aetatibus mundi et hominis,Fulgentius,"Fabii Planciadis Fulgentii Opera, accedunt Fabii Claudii Gordiani Fulgentii De aetatibus mundi et hominis et S. Fulgentii Episcopi super Thebaide n, recensuit Rudulfus Helm addenda adiecit Jean Preaux. Ed. stereotypa ed. anni 1898, Stutgardiae 1970 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000224,,digilibLT,2017-10-24,Public Domain,"Fulgentius, Fabius Planciades",De aetatibus mundi et hominis
https://catalog.digitallatin.org/dll-web-page/WP2781,WP2781,Expositio Vergilianae continentiae,Fulgentius,"Fabii Planciadis Fulgentii Opera, accedunt Fabii Claudii Gordiani Fulgentii De aetatibus mundi et hominis et S. Fulgentii Episcopi super Thebaiden, recensuit Rudulfus Helm addenda adiecit Jean Preaux. Ed. stereotypa ed. anni 1898, Stutgardiae 1970 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000226,,digilibLT,2017-10-24,Public Domain,"Fulgentius, Fabius Planciades",Expositio Virgilianae continentiae secundum philosophos moralis
https://catalog.digitallatin.org/dll-web-page/WP2800,WP2800,De figuris sententiarum et elocutionis (Iulius Rufinianus),Iulius Rufinianus,"Rhetores Latini Minores, ex codicibus maximam partem primum adhibitis emendabat Carolus Halm, Lipsiae 1863, 38-47 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000315,,digilibLT,2017-10-24,Public Domain,"Rufinianus, Julius",De figuris sententiarum et elocutionis
https://catalog.digitallatin.org/dll-web-page/WP2759,WP2759,De schematis dianoeas,Iulius Rufinianus (Ps.),"Rhetores Latini Minores, ex codicibus maximam partem primum adhibitis emendabat Carolus Halm, Lipsiae 1863, 59-62 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000316,,digilibLT,2017-10-24,Public Domain,"Rufinianus, Julius",De Schematis Diaoneas
https://catalog.digitallatin.org/dll-web-page/WP2787,WP2787,De insitione,Palladius,"Palladii Rutilii Tauri Aemiliani Viri inlustris Opus agriculturae, De veterinaria medicina, De insitione, ed. R.H. Rodgers, Leipzig 1975 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000383,,digilibLT,2017-10-24,Public Domain,"Palladius, Rutilius Taurus Aemilianus",De insitione
https://catalog.digitallatin.org/dll-web-page/WP2782,WP2782,De b muta et u uocali,Martyrius,"Grammatici Latini, VII. Scriptores de orthographia. Terentius Scaurus, Vellius Longus etc., ex recensione H. Keilii, Hildesheim 1961,165-199 (reprografischer Nachdruck der Ausgabe Leipzig 1880)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000356,,digilibLT,2017-10-24,Public Domain,"Martiwros, Saint",De B Muta et V Vocali
https://catalog.digitallatin.org/dll-web-page/WP2801,WP2801,Brevis expositio Vergilii georgicorum,Philargyrius / Philagrius,"Seruii Grammatici qui feruntur in Vergilii carmina commentarii, recensuerunt G. Thilo et H. Hagen, III 2, Appendix Seruiana. Ceteros praeter Seruium et scholia Bernensia Vergilii commentatores continens, recensuit H. Hagen, Hildesheim 1961, 1-189 (Leipzig 1902)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000581,,digilibLT,2017-10-24,Public Domain,"Philargyrius, Junius",Brevis expositio Vergilii Georgicorum
https://catalog.digitallatin.org/dll-web-page/WP2760,WP2760,Explanationes in bucolica Vergilii,Philargyrius / Philagrius,"Seruii Grammatici qui feruntur in Vergilii carmina commentarii, recensuerunt G. Thilo et H. Hagen, III 2, Appendix Seruiana. Ceteros praeter Seruium et scholia Bernensia Vergilii commentatores continens, recensuit H. Hagen, Hildesheim 1961, 1-189 (Leipzig 1902)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000407,,digilibLT,2017-10-24,Public Domain,"Philargyrius, Junius",Explanatio in Bucolica Vergilii
https://catalog.digitallatin.org/dll-web-page/WP2780,WP2780,Commentum artis Donati,Pompeius Maurus,"Grammatici Latini, V. Artium Scriptores minores. Cledonius Pompeius Iulianus etc., ex recensione H. Keilii, Hildesheim 1961, 95-312 (reprografischer Nachdruck der Ausgabe, Leipzig 1868)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000416,,digilibLT,2017-10-24,Public Domain,"Pompeius, active 5th century-6th century",Commentum artis Donati
https://catalog.digitallatin.org/dll-web-page/WP2799,WP2799,Commentum in Horatii carmina,Pomponius Porphyrio,"Pomponi Porphyrionis Commentum in Horatium Flaccum, recensuit A Holder, Innsbruck 1894",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000417,,digilibLT,2017-10-24,Public Domain,Pomponius Porphyrio,Commentum in Horati Carmina
https://catalog.digitallatin.org/dll-web-page/WP2758,WP2758,Artes grammaticae (Sacerdos),"Sacerdos, Marius Plotius","Grammatici Latini, VI. Scriptores artis metricae. Marius Victorinus, Maximus Victorinus, Caesius Bassus etc., ex recensione H. Keilii, Hildesheim 1961, 427-546 (reprografischer Nachdruck der Ausgabe Leipzig 1874)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000435,,digilibLT,2017-10-24,Public Domain,"Sacerdos, Marius Plotius",Artes grammaticae
https://catalog.digitallatin.org/dll-web-page/WP2786,WP2786,Ars grammatica (Dositheus),Dositheus,"Dosithée, Grammaire latine, texte établi, trad. et commenté par Guillaume Bonnet, Les Belles Lettres, Paris 2005 Dosithei Ars Grammatica, recensuit I. Tolkiehn, Lipsiae 1913 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana) Cfr. GL VII 376-436: Grammatici Latini, VII. Scriptores de orthographia. Terentius Scaurus, Vellius Longus etc., ex recensione H. Keilii, Hildesheim 1961,376-436 (reprografischer Nachdruck der Ausgabe Leipzig 1880)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000159,,digilibLT,2017-10-24,Public Domain,"Dositheus, Magister",Ars Grammatica
https://catalog.digitallatin.org/dll-web-page/WP2796,WP2796,Fragmentum Parisinum (Ps. Dositheus),Dositheus (Ps.),"Hermeneumata pseudodositheana, ed. G. Goetz, Lipsiae 1892 (= Corpus glossariorum Latinorum, III), pp. 94-108.",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000597,,digilibLT,2017-10-24,Public Domain,"Dositheus, Magister",Fragmenta
https://catalog.digitallatin.org/dll-web-page/WP2757,WP2757,De uerbis dubiis,Caper [Ps.],"Grammatici Latini, VII. Scriptores de orthographia. Terentius Scaurus Vellius Longus Caper Agroecius etc., ex recensione H. Keilii, Hildesheim 1961, 107-112 (reprografischer Nachdruck der Ausgabe Leipzig 1880).",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000550,,digilibLT,2017-10-24,Public Domain,"Caper, Flavius",De Verbis Dubiis
https://catalog.digitallatin.org/dll-web-page/WP2785,WP2785,Ars grammatica (Cledonius),Cledonius saec. V,"Grammatici Latini, V. Artium Scriptores minores. Cledonius Pompeius Iulianus etc., ex recensione H. Keilii, Hildesheim 1961, 9-79 (reprografischer Nachdruck der Ausgabe, Leipzig 1868)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000090,,digilibLT,2017-10-24,Public Domain,Cledonius,Ars grammatica
https://catalog.digitallatin.org/dll-web-page/WP2756,WP2756,De nomine et verbo,Consentius saec. V,"Grammatici Latini, V. Artium Scriptores minores. Cledonius Pompeius Iulianus etc., ex recensione H. Keilii, Hildesheim 1961, 338-385 (reprografischer Nachdruck der Ausgabe, Leipzig 1868)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000102,,digilibLT,2017-10-24,Public Domain,Consentius (Grammarian),De nomine et uerbo
https://catalog.digitallatin.org/dll-web-page/WP2783,WP2783,De nuptiis Philologiae et Mercurii,Martianus Capella,"Martiani Capellae De nuptiis Philologiae et Mercurii Libri I-II, a cura di L. Cristante traduzione di L. Lenaz Commento di L. Cristante, I. Filip L. Lenaz, Hildesheim 2011. Martianus Capella, Les noces de Philologie et de Mercure, T. IV. Livre IV La dialectique, Ferré, Texte établi et traduit par Michel Ferré, Paris 2007 Martianus Capella, Les noces de Philologie et de Mercure, Livre VI, La géométrie. Texte établi et traduit par Barbara Ferré, Paris 2007 Martianus Capella, Les Noces de Philologie et de Mercure, Livre VII. L'Arithmétique, Texte établi et traduit par J.-Y. Guillaumin, Paris 2003. Martiani Capellae De nuptiis Philologiae et Mercuri i: liber 9, introduzione, traduzione e commento di Lucio Cristante, Padova, Antenore, 1987 Martianis Capella, edidit J. Willis, Leipzig 1983",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000355,,digilibLT,2017-10-24,Public Domain,Martianus Capella,De Nuptiis Philologiae Et Mercurii
https://catalog.digitallatin.org/dll-web-page/WP2775,WP2775,De comoedia uel de fabula,Euantius,"Evanzio, De fabula, introduzione, testo critico, traduzione e note di commento a cura di G. Cupaiuolo, Napoli 1992 (I. ed. 1979)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000173,,digilibLT,2017-10-24,Public Domain,Euanthius,"De comoedia, uel De fabula"
https://catalog.digitallatin.org/dll-web-page/WP2772,WP2772,Expositio sermonum antiquorum,Fulgentius,"Fabii Planciadis Fulgentii Opera, accedunt Fabii Claudii Gordiani Fulgentii De aetatibus mundi et hominis et S. Fulgentii Episcopi super Thebaiden, recensuit Rudulfus Helm addenda adiecit Jean Preaux. Ed. stereotypa ed. anni 1898, Stutgardiae 1970 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000225,,digilibLT,2017-10-24,Public Domain,"Fulgentius, Fabius Planciades",Expositio sermonum antiquorum
https://catalog.digitallatin.org/dll-web-page/WP2769,WP2769,De schematis lexeos,Iulius Rufinianus (Ps.),"Rhetores Latini Minores, ex codicibus maximam partem primum adhibitis emendabat Carolus Halm, Lipsiae 1863, 48-58 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000317,,digilibLT,2017-10-24,Public Domain,"Rufinianus, Julius",De Schematis Lexeos
https://catalog.digitallatin.org/dll-web-page/WP2778,WP2778,Ars rhetorica (Iulius Victor),Iulius Victor,"C. Iulii Victoris Ars Rhetorica, ediderunt R. Giomini et M.S. Celentano, Leipzig 1980 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000320,,digilibLT,2017-10-24,Public Domain,"Julius Victor, C. (Gaius)",Ars Rhetorica
https://catalog.digitallatin.org/dll-web-page/WP2755,WP2755,Opus agriculturae,Palladius,"Palladii Rutilii Tauri Aemiliani Viri inlustris Opus agriculturae, De veterinaria medicina, De insitione, ed. R.H. Rodgers, Leipzig 1975 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000385,,digilibLT,2017-10-24,Public Domain,"Palladius, Rutilius Taurus Aemilianus",Opus agriculturae
https://catalog.digitallatin.org/dll-web-page/WP2764,WP2764,De compendiosa doctrina libri XX,Nonius Marcellus,"Nonii Marcelli De compendiosa doctrina libri XX ed. W.M. Lindsay, 3 voll., Leipzig 1903 (Leipzig 2003) (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana) & De compendiosa doctrina I. Libri I-III, a cura di Rosanna Mazzacane. Con la collaborazione di Elisa Magioncalda. Introduzione di Paolo Gatti, SISMEL 2014 - De compendiosa doctrina III. Libri V-XX, a cura di Paolo Gatti e Emanuela Salvadori, SISMEL 2014",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000368,,digilibLT,2017-10-24,Public Domain,Nonius Marcellus,De compendiosa doctrina
https://catalog.digitallatin.org/dll-web-page/WP2773,WP2773,De metris,Mallius Theodorus,"Malli Theodori De metris, Introduzione, edizione critica e traduzione a cura di Francesca Romanini, Olms, Hildesheim 2007 (Collectanea Grammatica Latina 4) Cfr. GL VII 585-601: Grammatici Latini, VI. Scriptores artis metricae. Marius Victorinus, Maximus Victorinus, Caesius Bassus etc., ex recensione H. Keilii, Hildesheim 1961, 585-601 (reprografischer Nachdruck der Ausgabe Leipzig 1874)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000036,,digilibLT,2017-10-24,Public Domain,"Mallius Theodorus, Flavius",De Metris
https://catalog.digitallatin.org/dll-web-page/WP2771,WP2771,Vitae Vergilii (Philargirius Ps.),Philargyrius (Ps.),"Vitae Vergilianae antiquae, recc. G. Brugnoli et F. Stok, Romae 1997 (G. Brugnoli pp. 171-92)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000572,,digilibLT,2017-10-24,Public Domain,"Philargyrius, Junius",Vita Vergilii
https://catalog.digitallatin.org/dll-web-page/WP2768,WP2768,Institutiones oratoriae,Sulpicius Victor,"Rhetores Latini Minores, ex codicibus maximam partem primum adhibitis emendabat Carolus Halm, Lipsiae 1863, 313-352 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000476,,digilibLT,2017-10-24,Public Domain,"Sulpicius, Victor",Institutiones oratoriae
https://catalog.digitallatin.org/dll-web-page/WP2777,WP2777,"De litteris, de syllabis, de metris",Terentianus Maurus,"Terentiani Mauri De litteris, de syllabis, de metris, a cura di C. Cignolo, Hildesheim 2002, 2 voll. (Collectanea Grammatica Latina 2.1 e 2.2) Cfr. GL VI 325-413 Grammatici Latini, VI. Scriptores artis metricae. Marius Victorinus, Maximus Victorinus, Caesius Bassus etc., ex recensione H. Keilii, Hildesheim 1961, 325-413 (reprografischer Nachdruck der Ausgabe Leipzig 1874)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000580,,digilibLT,2017-10-24,Public Domain,Terentianus Maurus,"De litteris, de metris, de syllabis"
https://catalog.digitallatin.org/dll-web-page/WP2852,WP2852,Explanationes in rhetoricam Ciceronis,Marius Victorinus,"Marii Victorini Explanationes in Ciceronis rhetoricam, cura et studio A. Ippolito, Turnhout 2006",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000352,,digilibLT,2017-10-24,Public Domain,"Victorinus, Marius",Explanationes in Ciceronis Rhetoricam
https://catalog.digitallatin.org/dll-web-page/WP2849,WP2849,Liber de Caesaribus uel historiae abbreuiatae,"Aurelius Victor, Sextus","Sexti Aureli Victoris, Liber de Caesaribus. Praecedunt Origo gentis Romanae et Liber de uiris ilustribus urbis Romae, subsequitur Epitome de Caesaribus, recensuit Fr. Pichlmayr, editio stereotypa correctior editionis primae addenda et corrigenda iterum collegit et adiecit R. Gruendel, Leipzig 1970, 77-129 (I ed. 1911) (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000029,,digilibLT,2017-10-24,Public Domain,"Victor, Sextus Aurelius",Historiae abbreuiatae
https://catalog.digitallatin.org/dll-web-page/WP2853,WP2853,De finalibus,Seruius,"Grammatici Latini, IV. Probi Donati Seruii qui feruntur de Arte grammatica libri, ex recensione H. Keilii, Notarum Laterculi, ex recensione Th. Mommseni, Hildesheim 1961, 449-455 (reprografischer Nachdruck der Ausgabe Leipzig 1864)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000599,,digilibLT,2017-10-24,Public Domain,"Servius, active 4th century",De Finalibus
https://catalog.digitallatin.org/dll-web-page/WP2850,WP2850,Vita Vergilii (Seruius),Seruius,"Vitae Vergilianae antiquae, recc. G. Brugnoli et F. Stok, Romae 1997, 143-157",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000565,,digilibLT,2017-10-24,Public Domain,"Servius, active 4th century",Vita Vergilii
https://catalog.digitallatin.org/dll-web-page/WP2854,WP2854,Expositio et ratio omnium formarum,Balbus,"Gromatici Veteres, ex recensione C. Lachmanni, diagrammata edidit A. Rudorffius, Berolini 1848, 91-108",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000035,,digilibLT,2017-10-24,Public Domain,Balbus,Expositio et ratio omnium formarum
https://catalog.digitallatin.org/dll-web-page/WP2851,WP2851,Poeticae species Latinae,Bassus Caesius (ps.),"G. Morelli (a cura di), Caesii Bassi De metris. Atilii Fortunatiani De metris Horatianis. I. Introduzione, testo critico e appendice, Hildesheim 2011, Hildesheim, Weidmann, 2012, p. 119. ",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000605,,digilibLT,2017-10-24,,Caesius Bassus,Poeticae species Lat. (dub.)
https://catalog.digitallatin.org/dll-web-page/WP2823,WP2823,Victorini siue Palaemonis ars [ars grammatica et de metrica institutione],Victorinus (Ps.) = Palaemon (Ps.),"Maximi Victorini Commentarium de ratione metrorum, a c. di D. Corazza, Hildesheim 2011 (Collectanea Grammatica Latina 10) Ars grammatica: GL VI, 187-205: De metrica institutione: GL VI, 206-215: Grammatici Latini, VI. Scriptores artis metricae. Marius Victorinus, Maximus Victorinus, Caesius Bassus etc., ex recensione H. Keilii, Hildesheim 1961,187-215 (reprografischer Nachdruck der Ausgabe Leipzig 1874)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000382,,digilibLT,2017-10-24,Public Domain,"Victorinus, Marius",De arte grammatica (dub.)
https://catalog.digitallatin.org/dll-web-page/WP2833,WP2833,De definitionibus,Marius Victorinus,"Victorinus, Caius Marius, Liber de definitionibus, ed. Th. Stangl in Tulliana et Mario-Victoriana, Munich 1888, 17-48 Cfr. P. Hadot, Marius Victorinus, Recherches sur sa vie et ses oeuvres, Paris 1971, p. 331-362",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000350,,digilibLT,2017-10-24,Public Domain,"Victorinus, Marius",De definitionibus
https://catalog.digitallatin.org/dll-web-page/WP2820,WP2820,Curae boum,Gargilius Martialis (Ps.),"P. Vegeti Renati Digestorum artis mulomedicinae libri edidit Ernestus Lommatzsch, accedit Gargili Martialis De curis boum fragmentum, Lipsiae 1903 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000232,,digilibLT,2017-10-24,Public Domain,"Gargilius Martialis, Quintus",de Cura Boum
https://catalog.digitallatin.org/dll-web-page/WP2830,WP2830,Fragmenta (Gargilius Martialis [Ps.]),Gargilius Martialis (Ps.),"Plinii Secundi quae fertur una cum Gargilii Martialis Medicina nunc primum edita a V. Rose, Lipsiae 1875, 209-212 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000234,,digilibLT,2017-10-24,Public Domain,"Gargilius Martialis, Quintus",Fragmentum incertum
https://catalog.digitallatin.org/dll-web-page/WP2827,WP2827,Origo gentis romanae,Aurelius Victor (Ps.),"Anonimo, Origine del popolo romano, a cura di Giovanni D'Anna, Milano 1992",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000032,,digilibLT,2017-10-24,Public Domain,"Victor, Sextus Aurelius",Origo Gentis Romanae
https://catalog.digitallatin.org/dll-web-page/WP2824,WP2824,In Donati artem maiorem,Seruius,"Grammatici Latini, IV. Probi Donati Seruii qui feruntur de Arte grammatica libri, ex recensione H. Keilii, Notarum Laterculi, ex recensione Th. Mommseni, Hildesheim 1961, 421-448 (reprografischer Nachdruck der Ausgabe Leipzig 1864)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000601,,digilibLT,2017-10-24,Public Domain,"Servius, active 4th century",Commentarius in Artem Donati
https://catalog.digitallatin.org/dll-web-page/WP2834,WP2834,In Donati artem minorem,Seruius,"Grammatici Latini, IV. Probi Donati Seruii qui feruntur de Arte grammatica libri, ex recensione H. Keilii, Notarum Laterculi, ex recensione Th. Mommseni, Hildesheim 1961, 405-420 (reprografischer Nachdruck der Ausgabe Leipzig 1864)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000602,,digilibLT,2017-10-24,Public Domain,"Servius, active 4th century",Commentarius in Artem Donati
https://catalog.digitallatin.org/dll-web-page/WP2821,WP2821,Commentarius in Vergilii Aeneidos libros,Seruius,"Servianorum in Vergilii Carmina Commentariorum, editionis Harvardianae vol. II, quod in Aeneidos libros I et II explanationes continet, edd. Rand, E. K.- Savage, J. J.- Smith, H. T.- Waldrop, G. B.- Elder, J. P.- Peebles, B. M.- Stocker, A. F., Lancaster Penn. 1946. (Correxit Ramires) Servianorum in Vergilii Carmina Commentariorum, editionis Harvardianae vol. III, quod in Aeneidos libros III-V explanationes contine t, edd. Stocker, A. F. - Travis, A. H. - Smith, H. T. - Waldrop, G. B. - Bruère, R. T., Oxford 1965. (Correxit Ramires) Servius, Commentaire sur l'énéide de Virgile, livre VI, ed. Jeunet-Mancy E., Paris 2012. (Correxit Ramires) Servio, Commento al libro VII dell'Eneide di Virgilio. Con le aggiunte del cosiddetto Servio Danielino, ed. Ramires G., Bologna 2003. Servio, Commento al libro VIII dell'Eneide di Virgilio. Con le aggiunte del cosiddetto Servio Danielino, ed. Ramires G., in c. d. s. Servio, Commento al libro IX dell'Eneide di Virgilio. Con le aggiunte del cosiddetto Servio Danielino, ed. Ramires G., Bologna 1996; Libri X-XII: Seruii Grammatici qui feruntur in Vergilii carmina commentarii, 3 voll. recensuerunt G. Thilo et H. Hagen, II. Aeneidos librorum VI-XII commentarii, recensuit G. Thilo, Hildesheim 1961 (Leipzig 1883-84) (Correxit Ramires)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000469,,digilibLT,2017-10-24,Public Domain,"Servius, active 4th century",In Vergilii Aeneidos Libros
https://catalog.digitallatin.org/dll-web-page/WP2831,WP2831,Commentarius in Vergilii Bucolicon librum,Seruius,"Seruii Grammatici qui feruntur in Vergilii carmina commentarii, recensuerunt G. Thilo et H. Hagen, III.1 in Vergilii Bucolica et Georgica commentarii, recensuit G. Thilo, Hildesheim 1961 (Leipzig 1887)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000563,,digilibLT,2017-10-24,Public Domain,"Servius, active 4th century",In Vergilii Bucolicon Librum
https://catalog.digitallatin.org/dll-web-page/WP2818,WP2818,Collectanea rerum memorabilium,Solinus,"C. Iulii Solini, Collectanea Rerum Memorabilium, iterum recensuit Th. Mommsen, Berolini 1895",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000473,,digilibLT,2017-10-24,Public Domain,"Solinus, C. Julius, active 3rd century?",Collectanea Rerum Memorabilium
https://catalog.digitallatin.org/dll-web-page/WP2828,WP2828,Epistulae (Symmachus),Symmachus,"Symmaque, texte établi, traduit et commenté par Jean-Pierre Callu, tomes I-IV Lettres, (Livres I-II; III-IV; VI-VIII; IX-X), Paris 1972-2002. (Collection des Universités de France)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000477,,digilibLT,2017-10-24,Public Domain,"Symmachus, Quintus Aurelius, approximately 340-402",Epistulae
https://catalog.digitallatin.org/dll-web-page/WP2825,WP2825,Digesta artis mulomedicinae,Vegetius,"Vegeti Renati, Digestorum artis Mulomedicinae libri, ed. E. Lommatzsch, Leipzig 1913 (Bibliotheca Scriptorum Graecorum et Romanorum Teubneriana)",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000502,,digilibLT,2017-10-24,Public Domain,"Vegetius Renatus, Flavius",Digesta artis mulomedicinae
https://catalog.digitallatin.org/dll-web-page/WP2835,WP2835,Epitoma rei militaris,Vegetius,"Vegetius, Epitoma rei militaris, edited by M. D. Reeve, Oxford 2004",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000501,,digilibLT,2017-10-24,Public Domain,"Vegetius Renatus, Flavius",Epitoma rei militaris
https://catalog.digitallatin.org/dll-web-page/WP2822,WP2822,De compositionibus,Bassus Caesius (ps.),"Caesii Bassi De metris et Atilii Fortunatiani De metris Horatianis, a c. di G. Morelli, Hildesheim 2011-2012 (Collectanea Grammatica Latina 11). vol. I, pp. 112-118.",http://digiliblt.lett.unipmn.it/opera.php?id=DLT000603,,digilibLT,2017-10-24,Public Domain,Caesius Bassus,De compositionibus (dub.)
