DLL Page Link,Authorized Name,Author Name Native Language,Author Name Latin,Author Name English,Other Alternative Name Form(s),Related to other DLL Author(s),BNE Name,BNF Name,DNB Name,ICCU Name,ISNI Name,Perseus Name,Author Name Abbreviations,Author Birth Date,Author Death Date,Floruit/Active,Time Period,VIAF Source,LoC Source,LofC URI,BNE URL,BNF URL,DNB URL,ICCU URL,ISNI URL,Wikidata URL,Wikipedia,WorldCat Identity,DLL Identifier,VIAF ID,LoC ID,PHI Number,Stoa Number,CTS URN
https://catalog.digitallatin.org/dll-author/A6296,"Leo, Friedrich, 1851-1914",,,,,,,Leo Friedrich 1851-1914,"Leo, Friedrich 1851-1914",,"Leo, Friedrich",,,1851,1914,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/12434961,https://lccn.loc.gov/c.gov/authorities/names/n90644361,https://id.loc.gov/authorities/names/n90644361,,http://catalogue.bnf.fr/ark:/12148/cb12863237p,http://d-nb.info/gnd/116918365,,http://isni.org/isni/0000000121210195,https://www.wikidata.org/entity/Q71353#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Friedrich_Leo,https://www.worldcat.org/identities/lccn-n90644361,A6296,12434961,n90644361,,,
https://catalog.digitallatin.org/dll-author/A6294,"Kurfess, Alfons, 1889-1965",,,,,,,,"Kurfess, Alfons 1889-1965",,"Kurfess, Alfons 1889-",,,1889,1965,20th Century A.D.,Neo-Latin,http://viaf.org/viaf/52475058,https://lccn.loc.gov/c.gov/authorities/names/n88145832,https://id.loc.gov/authorities/names/n88145832,,,http://d-nb.info/gnd/117756113,,http://isni.org/isni/0000000109015151,https://www.wikidata.org/entity/Q18616119#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n88145832,A6294,52475058,n88145832,,,
https://catalog.digitallatin.org/dll-author/A6295,"Ahlberg, Axel W. (Axel Wilhelm), 1874-1951",,,,,,,,"Ahlberg, Axel W. 1874-1951","Ahlberg , A. W.","Ahlberg, Axel W. 1874-1951",,,1874,1951,20th Century A.D.,Neo-Latin,http://viaf.org/viaf/60087717,https://lccn.loc.gov/c.gov/authorities/names/nr95015154,https://id.loc.gov/authorities/names/nr95015154,,,http://d-nb.info/gnd/143791303,http://id.sbn.it/af/IT\ICCU\SBLV\285063,http://isni.org/isni/000000011844920X,https://www.wikidata.org/entity/Q5543810#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr95015154,A6295,60087717,nr95015154,,,
https://catalog.digitallatin.org/dll-author/A6293,"Rühl, Franz, 1845-1916",,Franciscus Ruehl,,,,,Rühl Franz,"Rühl, Franz 1845-1916",,"Rühl, Franz 1845-1915",,,1845,1916,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/61638470,https://lccn.loc.gov/c.gov/authorities/names/nr89013904,https://id.loc.gov/authorities/names/nr89013904,,http://catalogue.bnf.fr/ark:/12148/cb12427600w,http://d-nb.info/gnd/116675586,,http://isni.org/isni/0000000117662690,https://www.wikidata.org/entity/Q97888#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Franz_Rühl,https://www.worldcat.org/identities/lccn-nr89013904,A6293,61638470,nr89013904,,,
https://catalog.digitallatin.org/dll-author/A6275,"Schlee, Friedrich, 1854-1913",,,,,,,,"Schlee, Friedrich 1854-1913",,"Schlee, Friedrich H.",,,1854,1913,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/98187159,,,,,http://d-nb.info/gnd/1011399709,,http://isni.org/isni/0000000119533147,,,,A6275,98187159,,,,
https://catalog.digitallatin.org/dll-author/A6276,"Schmid, Theodor, 1798-1877",,,,,,,,"Schmid, Friedrich Ernst Theodor 1798-1877",,"Schmidius, Th",,,1798,1877,18th Century A.D. - 19th Century A.D.,Neo-Latin,http://viaf.org/viaf/7059470,https://lccn.loc.gov/c.gov/authorities/names/no2017031860,https://id.loc.gov/authorities/names/no2017031860,,,http://d-nb.info/gnd/117496375,,http://isni.org/isni/0000000118876148,https://www.wikidata.org/entity/Q2418242#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no2017031860,A6276,7059470,no2017031860,,,
https://catalog.digitallatin.org/dll-author/A6277,"Schmidt, Wilhelm, 1862-1905",,,,,,,Schmidt Wilhelm 1862-1905,"Schmidt, Wilhelm 1862-1905",,"Schmidt, Wilhelm",,,1862,1905,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/56721405,https://lccn.loc.gov/c.gov/authorities/names/no2005077533,https://id.loc.gov/authorities/names/no2005077533,,http://catalogue.bnf.fr/ark:/12148/cb125344558,http://d-nb.info/gnd/117515116,,http://isni.org/isni/0000000081357503,,,https://www.worldcat.org/identities/lccn-no2005077533,A6277,56721405,no2005077533,,,
https://catalog.digitallatin.org/dll-author/A6278,"Schömann, Georg Friedrich, 1793-1879",,,,,,,Schoemann Georg Friedrich 1793-1879,"Schömann, Georg Friedrich 1793-1879",,"Schoemann, Georg Friedrich",,,1793,1879,18th Century A.D. - 19th Century A.D.,Neo-Latin,http://viaf.org/viaf/69693288,https://lccn.loc.gov/c.gov/authorities/names/nr95045272,https://id.loc.gov/authorities/names/nr95045272,,http://catalogue.bnf.fr/ark:/12148/cb10635170g,http://d-nb.info/gnd/116857641,,http://isni.org/isni/0000000109130854,https://www.wikidata.org/entity/Q86755#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Georg_Friedrich_Schömann,https://www.worldcat.org/identities/lccn-nr95045272,A6278,69693288,nr95045272,,,
https://catalog.digitallatin.org/dll-author/A6279,"Schubart, Wilhelm, 1873-1960",,,,,,,Schubart Wilhelm 1873-1960,"Schubart, Wilhelm 1873-1960",,"Schubart, Wilhelm, 1873-1960",,,1873,1960,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/109786099,https://lccn.loc.gov/c.gov/authorities/names/n86850488,https://id.loc.gov/authorities/names/n86850488,,http://catalogue.bnf.fr/ark:/12148/cb123196391,http://d-nb.info/gnd/118795511,,http://isni.org/isni/0000000109337361,https://www.wikidata.org/entity/Q114058#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Wilhelm_Schubart,https://www.worldcat.org/identities/lccn-n86850488,A6279,109786099,n86850488,,,
https://catalog.digitallatin.org/dll-author/A6280,"Siebelis, Johannes, 1817-1867",,,,,,,,"Siebelis, Johannes 1817-1867",,"Siebelis, Johannes",,,1817,1867,19th Centry A.D.,Neo-Latin,http://viaf.org/viaf/54923312,https://lccn.loc.gov/c.gov/authorities/names/no2011072713,https://id.loc.gov/authorities/names/no2011072713,,,http://d-nb.info/gnd/117338567,,http://isni.org/isni/0000000119500740,https://www.wikidata.org/entity/Q21544160#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no2011072713,A6280,54923312,no2011072713,,,
https://catalog.digitallatin.org/dll-author/A6281,"Sittl, Karl, 1862-1899",,,,,,,,"Sittl, Karl 1862-1899",,Karl Sittl deutscher Altphilologe und Klassischer Archäologe,,,1862,1899,19th Centry A.D.,Neo-Latin,http://viaf.org/viaf/191393719,https://lccn.loc.gov/c.gov/authorities/names/no96036277,https://id.loc.gov/authorities/names/no96036277,,,http://d-nb.info/gnd/120486520,,http://isni.org/isni/0000000109165723,https://www.wikidata.org/entity/Q1419470#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no96036277,A6281,191393719,no96036277,,,
https://catalog.digitallatin.org/dll-author/A6282,"Swoboda, Antonius, 1865-1928",,,,,,,,"Swoboda, Anton 1865-1928",,"Swoboda, Antonius 1865-1928",,,1865,1928,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/61949392,https://lccn.loc.gov/c.gov/authorities/names/nr91016350,https://id.loc.gov/authorities/names/nr91016350,,,http://d-nb.info/gnd/11738609X,,http://isni.org/isni/0000000112609313,,,https://www.worldcat.org/identities/lccn-nr91016350,A6282,61949392,nr91016350,,,
https://catalog.digitallatin.org/dll-author/A6283,"Thulin, Carl, 1871-1921",,,,,,,Thulin Carl Olof 1871-1921,"Thulin, Carl Olof 1871-1921",,"Thulin, Carl",,,1871,1921,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/22930048,https://lccn.loc.gov/c.gov/authorities/names/nr99027933,https://id.loc.gov/authorities/names/nr99027933,,http://catalogue.bnf.fr/ark:/12148/cb104564620,http://d-nb.info/gnd/118109014,,http://isni.org/isni/0000000081022367,https://www.wikidata.org/entity/Q18603019#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr99027933,A6283,22930048,nr99027933,,,
https://catalog.digitallatin.org/dll-author/A6284,"Türk, Gustav, 1870-1914",,,,,,,,"Türk, Gustav",,"Türk, Gustav 1870-1914",,,1870,1914,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/69712698,,,,,http://d-nb.info/gnd/117638544,,http://isni.org/isni/0000000062764162,https://www.wikidata.org/entity/Q19209691#sitelinks-wikipedia,,,A6284,69712698,,,,
https://catalog.digitallatin.org/dll-author/A6285,"Usener, Hermann, 1834-1905",,,,,,,Usener Hermann 1834-1905,"Usener, Hermann 1834-1905",,Hermann Usener deutscher Klassischer Philologe und Religionswissenschaftler,,,1834,1905,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/5005589,https://lccn.loc.gov/c.gov/authorities/names/n87918221,https://id.loc.gov/authorities/names/n87918221,,http://catalogue.bnf.fr/ark:/12148/cb12347547h,http://d-nb.info/gnd/118763946,,http://isni.org/isni/0000000121186834,https://www.wikidata.org/entity/Q63078#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Hermann_Usener,https://www.worldcat.org/identities/lccn-n87918221,A6285,5005589,n87918221,,,
https://catalog.digitallatin.org/dll-author/A6286,"Vogel, Theodor, 1836-1912",,,,,,,,"Vogel, Theodor 1836-1912",,Theodor Vogel,,,1836,1912,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/911641,https://lccn.loc.gov/c.gov/authorities/names/no00101144,https://id.loc.gov/authorities/names/no00101144,,,http://d-nb.info/gnd/123087139,,http://isni.org/isni/0000000115561423,https://www.wikidata.org/entity/Q1398826#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no00101144,A6286,911641,no00101144,,,
https://catalog.digitallatin.org/dll-author/A6287,"Vollgraff, J. C. (Johann Christoph), 1848-1920",,,,,,,Vollgraff Johann Christoph 1848-1920,"Vollgraff, Johann Christoph 1848-1920",,"Vollgraff, Johann Christoph 1848-1920",,,1848,1920,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/30314793,https://lccn.loc.gov/c.gov/authorities/names/no90024375,https://id.loc.gov/authorities/names/no90024375,,https://catalogue.bnf.fr/ark:/12148/cb10647908z,http://d-nb.info/gnd/117487252,,http://isni.org/isni/0000000108140989,,,https://www.worldcat.org/identities/lccn-no90024375,A6287,30314793,no90024375,,,
https://catalog.digitallatin.org/dll-author/A6288,"Waltzing, Jean Pierre, 1857-1929",,,,,,,Waltzing Jean-Pierre 1857-1929,"Waltzing, Jean Pierre 1857-1929",,"Waltzing, Jean-Pierre",,,1857,1929,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/45199363,https://lccn.loc.gov/c.gov/authorities/names/n2002114598,https://id.loc.gov/authorities/names/n2002114598,,http://catalogue.bnf.fr/ark:/12148/cb12323654p,http://d-nb.info/gnd/12308119X,,http://isni.org/isni/0000000122793062,https://www.wikidata.org/entity/Q41795580#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n2002114598,A6288,45199363,n2002114598,,,
https://catalog.digitallatin.org/dll-author/A6289,"Weber, Ernst, 1873",,,,,,,,"Weber, Ernestus",,"Weber, Ernst n. 1873",,,1873,,19th Centry A.D.,Neo-Latin,http://viaf.org/viaf/100906388,,,,,http://d-nb.info/gnd/126277958,,http://isni.org/isni/0000000443011463,,,,A6289,100906388,,,,
https://catalog.digitallatin.org/dll-author/A6290,"Weil, Henri, 1818-1909",,,,,,"Weil, Henri 1818-1909",Weil Henri 1818-1909,"Weil, Henri 1818-1909",,"Weil, Henri",,,1818,1909,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/29581524,https://lccn.loc.gov/c.gov/authorities/names/n90666931,https://id.loc.gov/authorities/names/n90666931,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1305200,https://catalogue.bnf.fr/ark:/12148/cb122014395,http://d-nb.info/gnd/117251232,,http://isni.org/isni/0000000108833339,https://www.wikidata.org/entity/Q95327#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Henri_Weil,https://www.worldcat.org/identities/lccn-n90666931,A6290,29581524,n90666931,,,
https://catalog.digitallatin.org/dll-author/A6291,"Wesenberg, Albert Sadolin, 1804-1876",,,,,,,,"Wesenberg, Albert Sadolin 1804-1876",,"Wesenberg, Albertus Sadolinus 1804-1876",,,1804,1876,19th Centry A.D.,Neo-Latin,http://viaf.org/viaf/166719978,,,,,http://d-nb.info/gnd/1041789424,,http://isni.org/isni/0000000113994559,https://www.wikidata.org/entity/Q21543233#sitelinks-wikipedia,,,A6291,166719978,,,,
https://catalog.digitallatin.org/dll-author/A6292,"Zangemeister, Karl Friedrich Wilhelm, 1837-1902",,,,,,,Zangemeister Karl 1837-1902,"Zangemeister, Karl 1837-1902",,Karl Zangemeister deutscher Bibliothekar und klassischer Philologe,,,1837,1902,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/10006731,https://lccn.loc.gov/c.gov/authorities/names/n89633673,https://id.loc.gov/authorities/names/n89633673,,http://catalogue.bnf.fr/ark:/12148/cb13525194h,http://d-nb.info/gnd/116964022,,http://isni.org/isni/0000000108693348,https://www.wikidata.org/entity/Q1733509#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Karl_Zangemeister,https://www.worldcat.org/identities/lccn-n89633673,A6292,10006731,n89633673,,,
https://catalog.digitallatin.org/dll-author/A6225,"Huemer, Johann, 1849-1915",,,,,,,Huemer Johannes 1849-1915,"Huemer, Johann 1849-1915",,"Huemer, Johann 1849-1915",,,1849,1915,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/54136234,https://lccn.loc.gov/c.gov/authorities/names/nr96043577,https://id.loc.gov/authorities/names/nr96043577,,http://catalogue.bnf.fr/ark:/12148/cb102747314,http://d-nb.info/gnd/117049565,,http://isni.org/isni/0000000108575368,https://www.wikidata.org/entity/Q19214086#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr96043577,A6225,54136234,nr96043577,,,
https://catalog.digitallatin.org/dll-author/A6226,"Inama, Vigilio, 1835-1912",,,,,,,Inama Vigilio 1835-1912,"Inama, Vigilio 1835-1912","Inama , Vigilio",Vigilio Inama,,,1835,1912,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/75149830,https://lccn.loc.gov/c.gov/authorities/names/n80063253,https://id.loc.gov/authorities/names/n80063253,,http://catalogue.bnf.fr/ark:/12148/cb103144270,http://d-nb.info/gnd/1012307352,http://id.sbn.it/af/IT\ICCU\CFIV\050307,http://isni.org/isni/0000000119639718,https://www.wikidata.org/entity/Q88493#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n80063253,A6226,75149830,n80063253,,,
https://catalog.digitallatin.org/dll-author/A6227,"Jacobitz, Karl, 1807-1875",,,,,,,Jacobitz Karl 1807-1875,"Jacobitz, Karl Gottfried 1809-1875",,"Jacobitz, Karl Gottfried 1807-1875",,,1807,1875,19th Centry A.D.,Neo-Latin,http://viaf.org/viaf/67232688,https://lccn.loc.gov/c.gov/authorities/names/nr95029503,https://id.loc.gov/authorities/names/nr95029503,,http://catalogue.bnf.fr/ark:/12148/cb16616482z,http://d-nb.info/gnd/1089616139,,http://isni.org/isni/0000000110687131,https://www.wikidata.org/entity/Q15428742#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr95029503,A6227,67232688,nr95029503,,,
https://catalog.digitallatin.org/dll-author/A6228,"Jahn, Johann Christian, 1797-1847",,,,,,,,"Jahn, Johann Christian 1797-1846",,"Jahn, Johann Christian 1797-1847",,,1797,1847,18th Century A.D. - 19th Century A.D.,Neo-Latin,http://viaf.org/viaf/195269406,https://lccn.loc.gov/c.gov/authorities/names/nb2002024175,https://id.loc.gov/authorities/names/nb2002024175,,,http://d-nb.info/gnd/117064823,,http://isni.org/isni/000000011610032X,https://www.wikidata.org/entity/Q110195#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nb2002024175,A6228,195269406,nb2002024175,,,
https://catalog.digitallatin.org/dll-author/A6229,"Janell, Walther, 1877-1932",,,,,,,,"Janell, Walther 1877-1932",,"Ianell, Walther",,,1877,1932,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/33004300,https://lccn.loc.gov/c.gov/authorities/names/no2004122701,https://id.loc.gov/authorities/names/no2004122701,,,http://d-nb.info/gnd/11707814X,,http://isni.org/isni/0000000072441201,,,https://www.worldcat.org/identities/lccn-no2004122701,A6229,33004300,no2004122701,,,
https://catalog.digitallatin.org/dll-author/A6230,"Johannes Canabutius, ca. 15. Jh.",,,,,,,,Johannes Canabutius ca. 15. Jh.,,Iohannes Canabutius sec. XV,,,,,,Neo-Latin,http://viaf.org/viaf/27422318,,,,,http://d-nb.info/gnd/10094857X,,http://isni.org/isni/0000000079724298,,,,A6230,27422318,,,,
https://catalog.digitallatin.org/dll-author/A6231,"Kaiser, Paul, 1852-1917",,,,,,,,"Kaiser, Paul 1852-1917",,"Kaiser, Paul",,,1852,1917,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/54527844,https://lccn.loc.gov/c.gov/authorities/names/n87122340,https://id.loc.gov/authorities/names/n87122340,,,http://d-nb.info/gnd/142259489,,http://isni.org/isni/0000000117641232,https://www.wikidata.org/entity/Q5897423#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n87122340,A6231,54527844,n87122340,,,
https://catalog.digitallatin.org/dll-author/A6232,"Keller, Otto, 1838-1927",,,,,,,Keller Otto 1838-1927,"Keller, Otto 1838-1927",,"Keller, O.",,,1838,1927,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/27173480,https://lccn.loc.gov/c.gov/authorities/names/n85822281,https://id.loc.gov/authorities/names/n85822281,,http://catalogue.bnf.fr/ark:/12148/cb12513434n,http://d-nb.info/gnd/118721666,,http://isni.org/isni/0000000110231521,https://www.wikidata.org/entity/Q87672#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Otto_Keller_(philologist),https://www.worldcat.org/identities/lccn-n85822281,A6232,27173480,n85822281,,,
https://catalog.digitallatin.org/dll-author/A6233,"Klotz, Alfred, 1874-1956",,,,,,,Klotz Alfred 1874-1956,"Klotz, Alfred 1874-1956",,"Klotz, A. 1874-1956",,,1874,1956,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/12437909,https://lccn.loc.gov/c.gov/authorities/names/no98102856,https://id.loc.gov/authorities/names/no98102856,,http://catalogue.bnf.fr/ark:/12148/cb12955818h,http://d-nb.info/gnd/116235101,,http://isni.org/isni/0000000108708597,https://www.wikidata.org/entity/Q2645290#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no98102856,A6233,12437909,no98102856,,,
https://catalog.digitallatin.org/dll-author/A6234,"Knoellinger, Hermann, 1883-1914",,,,,,,,"Knoellinger, Hermann 1883-1914",,"Knoellinger, Hermann 1883-1914",,,1883,1914,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/69677212,,,,,http://d-nb.info/gnd/116258950,,http://isni.org/isni/0000000080777012,https://www.wikidata.org/entity/Q18412369#sitelinks-wikipedia,,,A6234,69677212,,,,
https://catalog.digitallatin.org/dll-author/A6235,"Kroll, Wilhelm, 1869-1939",,,,,,,Kroll Wilhelm 1869-1939,"Kroll, Wilhelm 1869-1939",,"Kroll, Wilhelm 1869-1939",,,1869,1939,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/71461012,https://lccn.loc.gov/c.gov/authorities/names/n80125303,https://id.loc.gov/authorities/names/n80125303,,http://catalogue.bnf.fr/ark:/12148/cb12326856n,http://d-nb.info/gnd/116552581,,http://isni.org/isni/0000000121388065,https://www.wikidata.org/entity/Q73314#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Wilhelm_Kroll,https://www.worldcat.org/identities/lccn-n80125303,A6235,71461012,n80125303,,,
https://catalog.digitallatin.org/dll-author/A6236,"Krueger, Paul, 1840-1926",,,,,,,Krüger Paul 1840-1926,"Krüger, Paul 1840-1926",,"Krueger, Paul 1840-1926",,,1840,1926,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/12299629,https://lccn.loc.gov/c.gov/authorities/names/n84030568,https://id.loc.gov/authorities/names/n84030568,,http://catalogue.bnf.fr/ark:/12148/cb10729212h,http://d-nb.info/gnd/116563540,,http://isni.org/isni/0000000120955945,https://www.wikidata.org/entity/Q74667#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Paul_Krüger_(jurist),https://www.worldcat.org/identities/lccn-n84030568,A6236,12299629,n84030568,,,
https://catalog.digitallatin.org/dll-author/A6237,"Krüger, G. T. A. (Georg Theodor August), 1793-1873",,,,,,,,"Krüger, Georg Theodor August 1793-1873",,"Krüger, G. T. A. 1793-1873",,,1793,1873,18th Century A.D. - 19th Century A.D.,Neo-Latin,http://viaf.org/viaf/64760804,https://lccn.loc.gov/c.gov/authorities/names/no00072538,https://id.loc.gov/authorities/names/no00072538,,,http://d-nb.info/gnd/116561475,,http://isni.org/isni/0000000109097951,https://www.wikidata.org/entity/Q762522#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no00072538,A6237,64760804,no00072538,,,
https://catalog.digitallatin.org/dll-author/A6238,"Krüger, Gustav, 1837-1912",,,,,,,,"Krüger, Gustav 1837-1912",,"Krüger, Gustav",,,1837,1912,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/88737214,,,,,http://d-nb.info/gnd/116561688,,http://isni.org/isni/0000000118564339,https://www.wikidata.org/entity/Q21544998#sitelinks-wikipedia,,,A6238,88737214,,,,
https://catalog.digitallatin.org/dll-author/A6239,"Krumbiegel, Richard, 1867-",,,,,,,,"Krumbiegel, Richard 1867-",,"Krumbiegel, Richard",,,1867,,19th Centry A.D.,Neo-Latin,http://viaf.org/viaf/193967350,,,,,http://d-nb.info/gnd/1089586108,,http://isni.org/isni/0000000356974843,,,,A6239,193967350,,,,
https://catalog.digitallatin.org/dll-author/A6240,"Künstle, Karl, 1859-1932",,,,,,,,"Künstle, Karl 1859-1932",,"Künstle, Karl 1859-1932",,,1859,1932,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/47517443,https://lccn.loc.gov/c.gov/authorities/names/nr2001012339,https://id.loc.gov/authorities/names/nr2001012339,,,http://d-nb.info/gnd/116591633,,http://isni.org/isni/0000000120251825,,,https://www.worldcat.org/identities/lccn-nr2001012339,A6240,47517443,nr2001012339,,,
https://catalog.digitallatin.org/dll-author/A6241,"Kuun, Géza, 1838-1905",,,,,,,Kuun Géza 1838-1905,"Kuun, Géza 1838-1905",,"Kuun, Géza",,,1838,1905,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/29909384,https://lccn.loc.gov/c.gov/authorities/names/n83199085,https://id.loc.gov/authorities/names/n83199085,,http://catalogue.bnf.fr/ark:/12148/cb103593868,http://d-nb.info/gnd/1017733767,,http://isni.org/isni/0000000110235418,https://www.wikidata.org/entity/Q939687#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n83199085,A6241,29909384,n83199085,,,
https://catalog.digitallatin.org/dll-author/A6242,"La Sale, Antoine de, 1385?-1461?",,,,,,"La Sale, Antoine de 1385?-1461?",La Sale Antoine de 1385?-1461?,Antoine de la Sale 1385-1460,,"La Sale, Antoine de",,,1385?,1461?,14th Century - 15th Century,Neo-Latin,http://viaf.org/viaf/95150005,https://lccn.loc.gov/c.gov/authorities/names/n80030831,https://id.loc.gov/authorities/names/n80030831,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX958399,http://catalogue.bnf.fr/ark:/12148/cb11910320h,http://d-nb.info/gnd/118778846,,http://isni.org/isni/0000000121441137,https://www.wikidata.org/entity/Q587247#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Antoine_de_la_Sale,https://www.worldcat.org/identities/lccn-n80030831,A6242,95150005,n80030831,,,
https://catalog.digitallatin.org/dll-author/A6243,"Löwe, Gustav, 1852-1883",,,,,,,,"Löwe, Gustav 1852-1883",,"Loewe, Gustav",,,1852,1883,19th Centry A.D.,Neo-Latin,http://viaf.org/viaf/27841494,,,,,http://d-nb.info/gnd/117165360,,http://isni.org/isni/0000000066296669,https://www.wikidata.org/entity/Q1556168#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Gustav_Löwe,,A6243,27841494,,,,
https://catalog.digitallatin.org/dll-author/A6244,"Lüdtke, W. (Willy), 1875-",,,,,,,,"Lüdtke, Willy 1875-1945",,"Lüdtke, Willy August Fürchtegott 1875-1945",,,1875,,19th Centry A.D.,Neo-Latin,http://viaf.org/viaf/20453800,https://lccn.loc.gov/c.gov/authorities/names/no00077259,https://id.loc.gov/authorities/names/no00077259,,,http://d-nb.info/gnd/117295086,,http://isni.org/isni/0000000080999264,,,https://www.worldcat.org/identities/lccn-no00077259,A6244,20453800,no00077259,,,
https://catalog.digitallatin.org/dll-author/A6245,"Magnus, Hugo, 1851-1924",,,,,,,,"Magnus, Hugo 1851-1924",,Hugo Magnus,,,1851,1924,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/62306539,https://lccn.loc.gov/c.gov/authorities/names/nb2015003541,https://id.loc.gov/authorities/names/nb2015003541,,,http://d-nb.info/gnd/116678801,,http://isni.org/isni/0000000109081167,https://www.wikidata.org/entity/Q18020960#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nb2015003541,A6245,62306539,nb2015003541,,,
https://catalog.digitallatin.org/dll-author/A6246,"Manitius, Max, 1858-1933",,,,,,,Manitius Max 1858-1933,"Manitius, Max 1858-1933",,"Manitius, Maximilianus 1858-1933",,,1858,1933,19th Century A.D. - 20th Century A.D.,Neo-Latin,http://viaf.org/viaf/71536272,https://lccn.loc.gov/c.gov/authorities/names/n85311450,https://id.loc.gov/authorities/names/n85311450,,http://catalogue.bnf.fr/ark:/12148/cb133217460,http://d-nb.info/gnd/101122659,,http://isni.org/isni/0000000109143057,https://www.wikidata.org/entity/Q1295731#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Max_Manitius,https://www.worldcat.org/identities/lccn-n85311450,A6246,71536272,n85311450,,,
https://catalog.digitallatin.org/dll-author/A6247,"Meissner, Carl, 1830-",,,,,,,Meissner Carl 1830-....,"Meissner, Carl 1830-1900",,"Meissner, Carl 1830-",,,1830,,19th Centry A.D.,Neo-Latin,http://viaf.org/viaf/27159657,https://lccn.loc.gov/c.gov/authorities/names/n88150069,https://id.loc.gov/authorities/names/n88150069,,http://catalogue.bnf.fr/ark:/12148/cb12442932j,http://d-nb.info/gnd/128920726,,http://isni.org/isni/0000000108819983,,,https://www.worldcat.org/identities/lccn-n88150069,A6247,27159657,n88150069,,,
