DLL Page Link,Authorized Name,Author Name Native Language,Author Name Latin,Author Name English,Other Alternative Name Form(s),Related to other DLL Author(s),BNE Name,BNF Name,DNB Name,ICCU Name,ISNI Name,Perseus Name,Author Name Abbreviations,Author Birth Date,Author Death Date,Floruit/Active,Time Period,VIAF Source,LoC Source,LofC URI,BNE URL,BNF URL,DNB URL,ICCU URL,ISNI URL,Wikidata URL,Wikipedia,WorldCat Identity,DLL Identifier,VIAF ID,LoC ID,PHI Number,Stoa Number,CTS URN
https://catalog.digitallatin.org/dll-author/A2943,"Filelfo, Giovanni Mario, 1426-1480",,,,,,,Filelfo Giovanni Mario 1426-1480,"Philelphus, Johannes Marius 1426-1480","Filelfo , Giovanni Mario","Philelphus, Ioannes Marius 1426-1480",,,1426,1480,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/9926370,https://lccn.loc.gov/n79059946,https://id.loc.gov/authorities/names/n79059946,,http://catalogue.bnf.fr/ark:/12148/cb12363571t,http://d-nb.info/gnd/119090597,http://id.sbn.it/af/IT\ICCU\RAVV\076394,http://isni.org/isni/0000000083392011,https://www.wikidata.org/entity/Q3763362#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n79059946,A2943,9926370,n79059946,,,
https://catalog.digitallatin.org/dll-author/A2941,"Gallo, Egidio",,,,,,,Gallo Egidio,"Gallo, Egidio",,,,,,,,,http://viaf.org/viaf/49368553,,,,http://catalogue.bnf.fr/ark:/12148/cb133247530,http://d-nb.info/gnd/100138985,,,,,,A2941,49368553,,,,
https://catalog.digitallatin.org/dll-author/A2947,"Gaurico, Pomponio, 1481 or 1482-1528",,,,,,"Gaurico, Pomponio",Gaurico Pomponio 1481?-1530,"Gaurico, Pomponio 1481-1528","Gaurico , Pomponio","Gaurico, Pomponio asi 1481-asi 1528",,,1481 or 1482,1528,15th Century A.D. - 16th Century A.D.,Neo-Latin,http://viaf.org/viaf/110685223,https://lccn.loc.gov/nr99017089,https://id.loc.gov/authorities/names/nr99017089,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1648771,http://catalogue.bnf.fr/ark:/12148/cb123998784,http://d-nb.info/gnd/118537865,http://id.sbn.it/af/IT\ICCU\SBLV\101305,http://isni.org/isni/0000000080784191,https://www.wikidata.org/entity/Q205847#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr99017089,A2947,110685223,nr99017089,,,
https://catalog.digitallatin.org/dll-author/A2939,Gioanni Hercolani de' Sarti,,,,,,,,,,,,,,,,,http://viaf.org/viaf/148151302943048661912,,,,,,,,,,,A2939,1.48151302943049E+020,,,,
https://catalog.digitallatin.org/dll-author/A2955,"Mazzoni, R. Francisco",,,,,,,,,,,,,,,,,http://viaf.org/viaf/73540454,https://lccn.loc.gov/no2003042258,https://id.loc.gov/authorities/names/no2003042258,,,,,,,,https://www.worldcat.org/identities/lccn-no2003042258,A2955,73540454,no2003042258,,,
https://catalog.digitallatin.org/dll-author/A2953,"Nogarola, Isotta, 1418-1466",,,,,,"Nogarola, Isotta 1418-1466",,Isotta Nogarola ca. 1420 - 1466,,"Nogarola, Isotta",,,1418,1466,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/23974210,https://lccn.loc.gov/n2003048633,https://id.loc.gov/authorities/names/n2003048633,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX5307940,,http://d-nb.info/gnd/10312585X,,http://isni.org/isni/0000000061274604,https://www.wikidata.org/entity/Q275044#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Isotta_Nogarola,https://www.worldcat.org/identities/lccn-n2003048633,A2953,23974210,n2003048633,,,
https://catalog.digitallatin.org/dll-author/A2952,"Pigna, Giovan Battista, 1529-1575",,,,,,"Pigna, Giovanni Battista 1530-1575",Pigna Giovanni Battista 1529-1575,"Pigna, Giovan Battista 1529-1575","Pigna , Giovanni Battista ","Pigna, Giovanni Battista",,,1529,1575,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/9918334,https://lccn.loc.gov/n86091326,https://id.loc.gov/authorities/names/n86091326,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX4942874,http://catalogue.bnf.fr/ark:/12148/cb12323339z,http://d-nb.info/gnd/118821504,http://id.sbn.it/af/IT\ICCU\CFIV\112024,http://isni.org/isni/000000012120270X,https://www.wikidata.org/entity/Q3766092#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Giovan_Battista_Pigna,https://www.worldcat.org/identities/lccn-n86091326,A2952,9918334,n86091326,,,
https://catalog.digitallatin.org/dll-author/A2944,"Ferreri, Zaccaria, approximately 1479-1524",,,,,,,,,,,,,1479?,1524,15th Century A.D. - 16th Century A.D.,Neo-Latin,http://viaf.org/viaf/100181254,https://lccn.loc.gov/n79118068,https://id.loc.gov/authorities/names/n79118068,,,,,,,,https://www.worldcat.org/identities/lccn-n79118068,A2944,100181254,n79118068,,,
https://catalog.digitallatin.org/dll-author/A2942,"Folengo, Nicodemo, approximately 1454-",,,,,,,Folengo Nicodemo 1454?-14..?,"Folengo, Nicodemo 1454-",,"Folengo, Nicodemo ca 1454 - 14.",,,1454?,,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/29698102,https://lccn.loc.gov/nr92027439,https://id.loc.gov/authorities/names/nr92027439,,http://catalogue.bnf.fr/ark:/12148/cb13562984h,http://d-nb.info/gnd/11967369X,,http://isni.org/isni/0000000061200357,,,https://www.worldcat.org/identities/lccn-nr92027439,A2942,29698102,nr92027439,,,
https://catalog.digitallatin.org/dll-author/A2960,Francesco Cardulo,,,,,,,Cardulo Francesco,,,"Cardulus, Franciscus",,,,,,,http://viaf.org/viaf/32348783,,,,http://catalogue.bnf.fr/ark:/12148/cb12560355n,,,http://isni.org/isni/0000000385127563,,,,A2960,32348783,,,,
https://catalog.digitallatin.org/dll-author/A2940,"Geraldini, Alessandro, 1455-1525",,,,,,,Geraldini Alessandro 1455-1525,"Geraldinus, Alexander 1455-1525","Geraldini , Alessandro ","Geraldini, Alessandro 1455-1525",,,1455,1525,15th Century A.D. - 16th Century A.D.,Neo-Latin,http://viaf.org/viaf/20485717,https://lccn.loc.gov/n89648997,https://id.loc.gov/authorities/names/n89648997,,http://catalogue.bnf.fr/ark:/12148/cb13186041f,http://d-nb.info/gnd/119212307,http://id.sbn.it/af/IT\ICCU\VEAV\007981,http://isni.org/isni/0000000061272991,https://www.wikidata.org/entity/Q3610043#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Alessandro_Geraldini,https://www.worldcat.org/identities/lccn-n89648997,A2940,20485717,n89648997,,,
https://catalog.digitallatin.org/dll-author/A2972,Giorgio Cichino,,,,,,,,,,"Cichino, Giorgio 1514-1599",,,,,,,http://viaf.org/viaf/81045718,,,,,,,http://isni.org/isni/0000000385208419,,,,A2972,81045718,,,,
https://catalog.digitallatin.org/dll-author/A2957,"Malatesta, Sigismondo Pandolfo, signore di Rimini, 1417-1468",,,,,,,Malatesta Sigismondo Pandolfo 1417-1468,"Malatesta, Sigismondo Pandolfo 1417-1468","Malatesta , Sigismondo Pandolfo","Malatesta, Sigismondo Pandolfo",,,1417,1468,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/50021300,https://lccn.loc.gov/n79043839,https://id.loc.gov/authorities/names/n79043839,,http://catalogue.bnf.fr/ark:/12148/cb119394880,http://d-nb.info/gnd/118781391,http://id.sbn.it/af/IT\ICCU\CFIV\025876,http://isni.org/isni/0000000081291225,https://www.wikidata.org/entity/Q506640#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Sigismondo_Pandolfo_Malatesta,https://www.worldcat.org/identities/lccn-n79043839,A2957,50021300,n79043839,,,
https://catalog.digitallatin.org/dll-author/A2976,"Marzio, Galeotto, 1427-1497",,,,,,,,Galeottus Martius 1427-1497,"Marzio , Galeotto",Galeotto Marzio umanista italiano,,,1427,1497,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/5362623,https://lccn.loc.gov/n87905281,https://id.loc.gov/authorities/names/n87905281,,,http://d-nb.info/gnd/104335882,http://id.sbn.it/af/IT\ICCU\CUBV\172052,http://isni.org/isni/0000000122759972,https://www.wikidata.org/entity/Q547873#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n87905281,A2976,5362623,n87905281,,,
https://catalog.digitallatin.org/dll-author/A2956,"Maurisio, Gerardo, 1173-",,,,,,,,"Maurisius, Gerardus 1173-1237",,"Maurisio, Gerardo 1173-",,,1173,,12th Century A.D.,Medieval,http://viaf.org/viaf/89291424,https://lccn.loc.gov/n86049779,https://id.loc.gov/authorities/names/n86049779,,,http://d-nb.info/gnd/101928254,,http://isni.org/isni/0000000062887787,https://www.wikidata.org/entity/Q41617053#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n86049779,A2956,89291424,n86049779,,,
https://catalog.digitallatin.org/dll-author/A2974,"Molza, Tarquinia, 1542-1617",,,,,,,Molza Tarquinia 1542-1617,"Molza, Tarquinia 1542-1617",,"Molza, Tarquinia 1542-1617",,,1542,1617,16th Century A.D. - 17th Century A.D.,Neo-Latin,http://viaf.org/viaf/17157231,https://lccn.loc.gov/nr2002015028,https://id.loc.gov/authorities/names/nr2002015028,,http://catalogue.bnf.fr/ark:/12148/cb16642518s,http://d-nb.info/gnd/1081451904,,http://isni.org/isni/0000000061405360,https://www.wikidata.org/entity/Q274484#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Tarquinia_Molza,https://www.worldcat.org/identities/lccn-nr2002015028,A2974,17157231,nr2002015028,,,
https://catalog.digitallatin.org/dll-author/A2954,"Muzio, Girolamo, 1496-1576",,,,,,,Muzio Girolamo 1496-1576,"Muzio, Girolamo 1496-1576",,"Mutius, Hieronimus",,,1496,1576,15th Century A.D. - 16th Century A.D.,Neo-Latin,http://viaf.org/viaf/61649387,https://lccn.loc.gov/n89642061,https://id.loc.gov/authorities/names/n89642061,,http://catalogue.bnf.fr/ark:/12148/cb124842698,http://d-nb.info/gnd/120138093,,http://isni.org/isni/0000000083440861,https://www.wikidata.org/entity/Q1527055#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Girolamo_Muzio,https://www.worldcat.org/identities/lccn-n89642061,A2954,61649387,n89642061,,,
https://catalog.digitallatin.org/dll-author/A2970,"Phantino, Pier S.",,,,,,,,"Phantino, Pier S.","Faustino , Pietro Saul ","Perisauli, Faustino m. d. 1523",,,,,,,http://viaf.org/viaf/89268726,,,,,http://d-nb.info/gnd/100232922,http://id.sbn.it/af/IT\ICCU\CFIV\231867,http://isni.org/isni/0000000062365698,https://www.wikidata.org/entity/Q3067485#sitelinks-wikipedia,,,A2970,89268726,,,,
https://catalog.digitallatin.org/dll-author/A2981,"Giovanni del Virgilio, active 1319",,,,,,,,,,,,,1319,,14th Century A.D.,Neo-Latin,http://viaf.org/viaf/24956851,https://lccn.loc.gov/nr99039732,https://id.loc.gov/authorities/names/nr99039732,,,,,,,,https://www.worldcat.org/identities/lccn-nr99039732,A2981,24956851,nr99039732,,,
https://catalog.digitallatin.org/dll-author/A2959,Girolamo d'Este 1450-1530,,,,,,,,Girolamo d'Este 1450-1530,,Hieronymus Brunschwig médecin allemand,,,1450,1530,15th Century A.D. - 16th Century A.D.,Neo-Latin,http://viaf.org/viaf/88079214,,,,,http://d-nb.info/gnd/115736727,,http://isni.org/isni/0000000079790658,https://www.wikidata.org/entity/Q75921#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Hieronymus_Brunschwig,,A2959,88079214,,,,
https://catalog.digitallatin.org/dll-author/A2958,"Gravina, Pietro, 1749-1830",,,,,,,,"Gravina, Pietro 1749-1830",,"Gravina, Pietro 1749-1830 card",,,1749,1830,18th Century A.D. - 19th Century A.D.,Neo-Latin,http://viaf.org/viaf/49659909,https://lccn.loc.gov/nr91012030,https://id.loc.gov/authorities/names/nr91012030,,,http://d-nb.info/gnd/10435089X,,http://isni.org/isni/0000000061327147,https://www.wikidata.org/entity/Q1080488#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr91012030,A2958,49659909,nr91012030,,,
https://catalog.digitallatin.org/dll-author/A2979,"Lapi, Angelo Emilio, approximately 1769-1852",,,,,,,Lapi Angelo Emilio 1769-1852,"Lapi, Angelo Emilio",,"Lapi, Angelo Emilio 1769-1852",,,1769?,1852,18th Century A.D. - 19th Century A.D.,Neo-Latin,http://viaf.org/viaf/29801351,https://lccn.loc.gov/no2008160341,https://id.loc.gov/authorities/names/no2008160341,,http://catalogue.bnf.fr/ark:/12148/cb14956830w,http://d-nb.info/gnd/1056624353,,http://isni.org/isni/0000000121262374,https://www.wikidata.org/entity/Q40229948#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no2008160341,A2979,29801351,no2008160341,,,
https://catalog.digitallatin.org/dll-author/A2997,"Marsi, Paolo, 1440-1484",,,,,,,Marso Paolo 1440-1484,"Marsus, Paulus 1440-1484",,"Marsi, Paolo",,,1440,1484,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/22492014,https://lccn.loc.gov/n86869588,https://id.loc.gov/authorities/names/n86869588,,http://catalogue.bnf.fr/ark:/12148/cb11269694w,http://d-nb.info/gnd/100785484,,http://isni.org/isni/000000010878731X,https://www.wikidata.org/entity/Q16853923#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Paolo_Marsi,https://www.worldcat.org/identities/lccn-n86869588,A2997,22492014,n86869588,,,
https://catalog.digitallatin.org/dll-author/A2985,"Mauri, Francesco 1500-1571",,,,,,,,"Mauri, Francesco 1500-1571","Mauri , Francesco ","Mauri, Francesco 1500-1571",,,1500,1571,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/64349456,,,,,http://d-nb.info/gnd/119756307,http://id.sbn.it/af/IT\ICCU\RAVV\077827,http://isni.org/isni/000000007820555X,,,,A2985,64349456,,,,
https://catalog.digitallatin.org/dll-author/A2983,"Mombrizio, Bonino, 1424?-1482?",,,,,,,Mombrizio Bonino 1424-1478,"Mombritius, Boninus 1424-1482",,"Mombrizio, Bonino 1424-1482?",,,1424?,1482?,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/19762519,https://lccn.loc.gov/nr88004434,https://id.loc.gov/authorities/names/nr88004434,,http://catalogue.bnf.fr/ark:/12148/cb123976992,http://d-nb.info/gnd/118734644,,http://isni.org/isni/0000000079715148,https://www.wikidata.org/entity/Q4942038#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Bonino_Mombrizio,https://www.worldcat.org/identities/lccn-nr88004434,A2983,19762519,nr88004434,,,
https://catalog.digitallatin.org/dll-author/A2980,"Pietro Odo da Montopoli, approximately 1425-1463?",,,,,,,,,,,,,1425?,1463?,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/89658605,https://lccn.loc.gov/no2002020657,https://id.loc.gov/authorities/names/no2002020657,,,,,,,,https://www.worldcat.org/identities/lccn-no2002020657,A2980,89658605,no2002020657,,,
https://catalog.digitallatin.org/dll-author/A2977,"Ranieri, Antonio, 1806?-1888",,,,,,,Ranieri Antonio 1806-1888,"Ranieri, Antonio 1806-1888","Ranieri , Antonio ","Ranieri, Antonio 1806-1888",,,1806?,1888,19th Century A.D.,Neo-Latin,http://viaf.org/viaf/41882223,https://lccn.loc.gov/n80030780,https://id.loc.gov/authorities/names/n80030780,,http://catalogue.bnf.fr/ark:/12148/cb12175352b,http://d-nb.info/gnd/11898912X,http://id.sbn.it/af/IT\ICCU\CFIV\035320,http://isni.org/isni/0000000122787367,https://www.wikidata.org/entity/Q522838#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n80030780,A2977,41882223,n80030780,,,
https://catalog.digitallatin.org/dll-author/A2968,"Rota, Berardino, 1508-1575",,,,,,,Rota Berardino 1508-1575,"Rota, Berardino 1508-1575","Rota , Berardino ","Rota, Berardino ca.1509-ca.1574",,,1508,1575,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/89420002,https://lccn.loc.gov/n92065836,https://id.loc.gov/authorities/names/n92065836,,http://catalogue.bnf.fr/ark:/12148/cb12470719x,http://d-nb.info/gnd/104159790,http://id.sbn.it/af/IT\ICCU\CFIV\113264,http://isni.org/isni/0000000083453689,https://www.wikidata.org/entity/Q17187076#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n92065836,A2968,89420002,n92065836,,,
https://catalog.digitallatin.org/dll-author/A2999,"Griffoni, Matteo, 1351-1426",,,,,,,Griffoni Matteo 1351-1426,"Griffonibus, Matthaeus de 1351-1426","Griffoni , Matteo ","Griffoni, Matteo 1351-1426",,,1351,1426,14th Century A.D. - 15th Century A.D.,Neo-Latin,http://viaf.org/viaf/49660359,https://lccn.loc.gov/no2006056850,https://id.loc.gov/authorities/names/no2006056850,,http://catalogue.bnf.fr/ark:/12148/cb15075001v,http://d-nb.info/gnd/104366176,http://id.sbn.it/af/IT\ICCU\SBNV\026171,http://isni.org/isni/0000000081286346,https://www.wikidata.org/entity/Q41615592#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no2006056850,A2999,49660359,no2006056850,,,
https://catalog.digitallatin.org/dll-author/A2987,"Lenzi, Lorenzo, 1517?-1571",,,,,,,,,,"Lenzi, Lorenzo ca1517-1571",,,1517?,1571,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/48032693,https://lccn.loc.gov/n79024903,https://id.loc.gov/authorities/names/n79024903,,,,,http://isni.org/isni/0000000063004341,,,https://www.worldcat.org/identities/lccn-n79024903,A2987,48032693,n79024903,,,
https://catalog.digitallatin.org/dll-author/A3006,"Marsuppini, Carlo, 1398-1453",,,,,,,Marsuppini Carlo 1398-1453,"Marsuppini, Carolus 1398-1453",,"Marsuppini, Carolus 1398-1453",,,1398,1453,14th Century A.D. - 15th Century A.D.,Neo-Latin,http://viaf.org/viaf/5165087,https://lccn.loc.gov/no2001030940,https://id.loc.gov/authorities/names/no2001030940,,http://catalogue.bnf.fr/ark:/12148/cb14519095g,http://d-nb.info/gnd/100953557,,http://isni.org/isni/0000000061266073,https://www.wikidata.org/entity/Q1042297#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Carlo_Marsuppini,https://www.worldcat.org/identities/lccn-no2001030940,A3006,5165087,no2001030940,,,
https://catalog.digitallatin.org/dll-author/A3004,"Moggi, Moggio, active 14th century",,,,,,,Moggi Moggio 1330?-1388,,,"Moggi, Moggio de' sec. XIV",,,,,14th Century A.D.,Neo-Latin,http://viaf.org/viaf/79162826,https://lccn.loc.gov/nr97011387,https://id.loc.gov/authorities/names/nr97011387,,http://catalogue.bnf.fr/ark:/12148/cb13745834b,,,http://isni.org/isni/0000000061300227,,,https://www.worldcat.org/identities/lccn-nr97011387,A3004,79162826,nr97011387,,,
https://catalog.digitallatin.org/dll-author/A3001,"Paolini, Alessandro",,,,,,,,,,"Paolini, Alessandro",,,,,,,http://viaf.org/viaf/30938821,https://lccn.loc.gov/n84107096,https://id.loc.gov/authorities/names/n84107096,,,,,http://isni.org/isni/0000000026628577,,,https://www.worldcat.org/identities/lccn-n84107096,A3001,30938821,n84107096,,,
https://catalog.digitallatin.org/dll-author/A2988,"Pietro, da Moglio",,,,,,,,,,,,,,,,,http://viaf.org/viaf/17063054,https://lccn.loc.gov/nr00025019,https://id.loc.gov/authorities/names/nr00025019,,,,,,,,https://www.worldcat.org/identities/lccn-nr00025019,A2988,17063054,nr00025019,,,
https://catalog.digitallatin.org/dll-author/A2998,"Quatrario, Giovanni, 1336-1402",,,,,,,Quatrario Giovanni 1336-1402,,,"Quatrario, Giovanni",,,1336,1402,14th Century A.D. - 15th Century A.D.,Neo-Latin,http://viaf.org/viaf/64169519,https://lccn.loc.gov/nr95047124,https://id.loc.gov/authorities/names/nr95047124,,http://catalogue.bnf.fr/ark:/12148/cb13548022h,,,http://isni.org/isni/0000000120962854,,,https://www.worldcat.org/identities/lccn-nr95047124,A2998,64169519,nr95047124,,,
https://catalog.digitallatin.org/dll-author/A2986,"Rolandello, Francesco, 1427-1490",,,,,,,,"Rolandellus, Franciscus 1427-1490",,"Rholandellus, Franciscus",,,1427,1490,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/125074486,https://lccn.loc.gov/no2010174274,https://id.loc.gov/authorities/names/no2010174274,,,http://d-nb.info/gnd/129064793,,http://isni.org/isni/0000000086398320,,,https://www.worldcat.org/identities/lccn-no2010174274,A2986,125074486,no2010174274,,,
https://catalog.digitallatin.org/dll-author/A3008,"Guarini, Girolamo, 1421-1460",,,,,,,,,,,,,1421,1460,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/4681820,https://lccn.loc.gov/no2006042497,https://id.loc.gov/authorities/names/no2006042497,,,,,,,,https://www.worldcat.org/identities/lccn-no2006042497,A3008,4681820,no2006042497,,,
https://catalog.digitallatin.org/dll-author/A3007,"Ramusio, Giovanni Battista, 1485-1557",,,,,,,Ramusio Giovanni Battista 1485-1557,"Ramusio, Giovanni Baptista 1485-1557","Ramusio , Giovanni Battista","Ramusio, Giovanni Battista",,,1485,1557,15th Century A.D. - 16th Century A.D.,Neo-Latin,http://viaf.org/viaf/68943129,https://lccn.loc.gov/n84239224,https://id.loc.gov/authorities/names/n84239224,,http://catalogue.bnf.fr/ark:/12148/cb12025386f,http://d-nb.info/gnd/128993456,http://id.sbn.it/af/IT\ICCU\CFIV\012929,http://isni.org/isni/0000000081481491,https://www.wikidata.org/entity/Q1378950#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Giovanni_Battista_Ramusio,https://www.worldcat.org/identities/lccn-n84239224,A3007,68943129,n84239224,,,
https://catalog.digitallatin.org/dll-author/A5734,Ferretus Vicentinus 1295-1337,,Ferretus Vicentinus,,,,,Ferreto de' Ferreti 1294?-1337,Ferretus Vicentinus 1295-1337,,Ferreto de' Ferreti 1297-1337,,,1295,1337,13th Century A.D. - 14th Century A.D.,Medieval,http://viaf.org/viaf/14760031,,,,http://catalogue.bnf.fr/ark:/12148/cb10524491n,http://d-nb.info/gnd/100941281,,http://isni.org/isni/0000000079708036,https://www.wikidata.org/entity/Q3743162#sitelinks-wikipedia,,,A5734,14760031,,,,
https://catalog.digitallatin.org/dll-author/A5729,"Fiano, Francesco da, -1421",,,,,,,,,,"Fiano, Francesco da -1421",,,,1421,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/91112699,https://lccn.loc.gov/no2009101203,https://id.loc.gov/authorities/names/no2009101203,,,,,http://isni.org/isni/0000000066029878,,,https://www.worldcat.org/identities/lccn-no2009101203,A5729,91112699,no2009101203,,,
https://catalog.digitallatin.org/dll-author/A5719,"Folengo, Teofilo, 1496-1544",,,,,,,Folengo Teofilo 1496-1544,,"Folengo , Teofilo",,,,1496,1544,15th Century A.D. - 16th Century A.D.,Neo-Latin,http://viaf.org/viaf/44325614,https://lccn.loc.gov/n79043896,https://id.loc.gov/authorities/names/n79043896,,http://catalogue.bnf.fr/ark:/12148/cb120920792,,http://id.sbn.it/af/IT\ICCU\CFIV\047209,,https://www.wikidata.org/entity/Q32833#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Teofilo_Folengo,https://www.worldcat.org/identities/lccn-n79043896,A5719,44325614,n79043896,,,
https://catalog.digitallatin.org/dll-author/A5726,"Fonte, Bartolommeo, 1445-1513",,,,,,,Della Fonte Bartolomeo 1445-1513,"Fonte, Bartolomeo 1445-1513","Della Fonte , Bartolomeo","Della Fonte, Bartolomeo 1446-1513",,,1445,1513,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/162949,https://lccn.loc.gov/n86802885,https://id.loc.gov/authorities/names/n86802885,,http://catalogue.bnf.fr/ark:/12148/cb13485450s,http://d-nb.info/gnd/100278760,http://id.sbn.it/af/IT\ICCU\RMLV\000545,http://isni.org/isni/0000000077287696,https://www.wikidata.org/entity/Q13570581#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n86802885,A5726,162949,n86802885,,,
https://catalog.digitallatin.org/dll-author/A5724,"Geraldini, Antonio, 1449?-1489",,,,,,,Geraldini Antonio 1448?-1489?,"Geraldinus, Antonius 1457-1489",,"Geraldinus, Antonius 1449?-1489",,,1449?,1489,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/199480073,https://lccn.loc.gov/n94083034,https://id.loc.gov/authorities/names/n94083034,,http://catalogue.bnf.fr/ark:/12148/cb165035646,http://d-nb.info/gnd/119133210,,http://isni.org/isni/0000000118759240,,,https://www.worldcat.org/identities/lccn-n94083034,A5724,199480073,n94083034,,,
https://catalog.digitallatin.org/dll-author/A5733,"Geri, d'Arezzo, approximately 1270-",,,,,,,Geri d'Arezzo 1270?-133.?,Gerius Aretinus 1270-1339,,Geri 1270-1339 d'Arezzo,,,1270?,,13th Century A.D.,Medieval,http://viaf.org/viaf/224116881,https://lccn.loc.gov/n2011033861,https://id.loc.gov/authorities/names/n2011033861,,http://catalogue.bnf.fr/ark:/12148/cb16529449w,http://d-nb.info/gnd/102472947,,http://isni.org/isni/0000000360034547,https://www.wikidata.org/entity/Q3761042#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n2011033861,A5733,224116881,n2011033861,,,
https://catalog.digitallatin.org/dll-author/A2924,"Di Natale, Francesco",,,,,,,,,,"Di Natale, Francesco",,,,,,,http://viaf.org/viaf/65964142,https://lccn.loc.gov/nb98048545,https://id.loc.gov/authorities/names/nb98048545,,,,,http://isni.org/isni/0000000116612528,,,https://www.worldcat.org/identities/lccn-nb98048545,A2924,65964142,nb98048545,,,
https://catalog.digitallatin.org/dll-author/A5715,"Corsini, Amerigo, 1442-1501",,,,,,,,,,,,,1442,1501,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/9743194,https://lccn.loc.gov/nr96017216,https://id.loc.gov/authorities/names/nr96017216,,,,,,,,https://www.worldcat.org/identities/lccn-nr96017216,A5715,9743194,nr96017216,,,
https://catalog.digitallatin.org/dll-author/A5713,Bongiovanni da Cavriana,,,,,,,,,,,,,,,,,http://viaf.org/viaf/89550387,,,,,,,,,,,A5713,89550387,,,,
https://catalog.digitallatin.org/dll-author/A5717,Castellanus de Bassano c. 1270/1327,,,,,,,,Castellanus de Bassano ca. um 1270/1327,,,,,1270?,1327?,13th Century A.D. - 14th Century A.D.,Medieval,http://viaf.org/viaf/42275318,,,,,http://d-nb.info/gnd/104347236,,,,,,A5717,42275318,,,,
https://catalog.digitallatin.org/dll-author/A3058,"Calenzio, Elisio, 1430-1503",,,,,,,Calenzio Eliseo 1430-1503?,"Calenzio, Eliseo 1430-1503","Calenzio , Elisio","Calenzio, Eliseo 1430-1503",,,1430,1503,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/17300754,https://lccn.loc.gov/n90604212,https://id.loc.gov/authorities/names/n90604212,,http://catalogue.bnf.fr/ark:/12148/cb12363294n,http://d-nb.info/gnd/104246103,http://id.sbn.it/af/IT\ICCU\PUVV\268214,http://isni.org/isni/000000010874933X,https://www.wikidata.org/entity/Q3723320#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n90604212,A3058,17300754,n90604212,,,
https://catalog.digitallatin.org/dll-author/A3059,"Dati, Leonardo, 1408-1472",,,,,,,Dati Leonardo 1408-1472,Leonardus Datus 1408-1472,"Dati , Leonardo ",Leonardus 1408-1472 Datus,,,1408,1472,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/54461827,https://lccn.loc.gov/nr2001050268,https://id.loc.gov/authorities/names/nr2001050268,,http://catalogue.bnf.fr/ark:/12148/cb15553115s,http://d-nb.info/gnd/124045502,http://id.sbn.it/af/IT\ICCU\RAVV\094245,http://isni.org/isni/0000000061210045,https://www.wikidata.org/entity/Q3830353#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr2001050268,A3059,54461827,nr2001050268,,,
